Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (molecular function)
Q05CD8,unreviewed,Q05CD8_MOUSE,Reticulon,Rtn1,Mus musculus (Mouse),68,,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],GO:0005789; GO:0016021,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],
Q4FJL2,unreviewed,Q4FJL2_MOUSE,Reticulon,Rtn1,Mus musculus (Mouse),780,negative regulation of amyloid-beta formation [GO:1902430],endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; negative regulation of amyloid-beta formation [GO:1902430],GO:0000139; GO:0005789; GO:0016021; GO:1902430,endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021],
Q4FZ94,unreviewed,Q4FZ94_MOUSE,RTN1-D,Rtn1,Mus musculus (Mouse),31,,,,,
Q4FZ95,unreviewed,Q4FZ95_MOUSE,Reticulon,Rtn1,Mus musculus (Mouse),268,,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],GO:0005789; GO:0016021,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],
Q7M6W1,unreviewed,Q7M6W1_MOUSE,Reticulon,Rtn1,Mus musculus (Mouse),208,,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],GO:0005789; GO:0016021,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],
Q9ES97,reviewed,RTN3_MOUSE,Reticulon-3,Rtn3,Mus musculus (Mouse),964,apoptotic process [GO:0006915]; brain development [GO:0007420]; endoplasmic reticulum tubular network formation [GO:0071787]; endoplasmic reticulum tubular network organization [GO:0071786]; negative regulation of amyloid-beta formation [GO:1902430]; neuron differentiation [GO:0030182]; vesicle-mediated transport [GO:0016192],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; synapse [GO:0045202]; apoptotic process [GO:0006915]; brain development [GO:0007420]; endoplasmic reticulum tubular network formation [GO:0071787]; endoplasmic reticulum tubular network organization [GO:0071786]; negative regulation of amyloid-beta formation [GO:1902430]; neuron differentiation [GO:0030182]; vesicle-mediated transport [GO:0016192],GO:0000139; GO:0005783; GO:0005789; GO:0005794; GO:0006915; GO:0007420; GO:0014069; GO:0016021; GO:0016192; GO:0030182; GO:0043005; GO:0045202; GO:0071786; GO:0071787; GO:1902430,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; synapse [GO:0045202],
Q8C6L4,unreviewed,Q8C6L4_MOUSE,Uncharacterized protein,Rtn3,Mus musculus (Mouse),569,,,,,
Q99P72,reviewed,RTN4_MOUSE,"Reticulon-4 (Neurite outgrowth inhibitor, Nogo protein)",Rtn4 Kiaa0886 Nogo,Mus musculus (Mouse),1162,axonal fasciculation [GO:0007413]; blastocyst formation [GO:0001825]; brain development [GO:0007420]; cardiac epithelial to mesenchymal transition [GO:0060317]; cell adhesion involved in sprouting angiogenesis [GO:0120078]; cell migration involved in vasculogenesis [GO:0035441]; cellular response to hypoxia [GO:0071456]; cellular sphingolipid homeostasis [GO:0090156]; central nervous system vasculogenesis [GO:0022009]; cerebral cortex radial glia-guided migration [GO:0021801]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum tubular network formation [GO:0071787]; endoplasmic reticulum tubular network membrane organization [GO:1990809]; endoplasmic reticulum tubular network organization [GO:0071786]; leukocyte migration involved in inflammatory response [GO:0002523]; negative regulation of amyloid-beta formation [GO:1902430]; negative regulation of axon extension [GO:0030517]; negative regulation of axonogenesis [GO:0050771]; negative regulation of cell growth [GO:0030308]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of neuron projection development [GO:0010977]; negative regulation of neuron projection regeneration [GO:0070571]; negative regulation of vasculogenesis [GO:2001213]; nervous system development [GO:0007399]; neuron differentiation [GO:0030182]; nuclear pore complex assembly [GO:0051292]; positive regulation of angiogenesis [GO:0045766]; positive regulation of artery morphogenesis [GO:1905653]; positive regulation of dopamine secretion [GO:0033603]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of ERBB3 signaling pathway [GO:1905580]; positive regulation of glial cell differentiation [GO:0045687]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of macrophage migration [GO:1905523]; positive regulation of mammary gland epithelial cell proliferation [GO:0033601]; positive regulation of neutrophil migration [GO:1902624]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein localization to endoplasmic reticulum [GO:1905552]; positive regulation of Rac protein signal transduction [GO:0035022]; positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]; protein localization to lysosome [GO:0061462]; protein stabilization [GO:0050821]; regulation of branching morphogenesis of a nerve [GO:2000172]; regulation of cell migration [GO:0030334]; regulation of nervous system development [GO:0051960]; regulation of sensory perception of pain [GO:0051930],anchoring junction [GO:0070161]; cell junction [GO:0030054]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; endoplasmic reticulum tubular network membrane [GO:0098826]; glutamatergic synapse [GO:0098978]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of postsynaptic density membrane [GO:0099061]; myelin sheath [GO:0043209]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; cadherin binding [GO:0045296]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]; ubiquitin protein ligase binding [GO:0031625]; axonal fasciculation [GO:0007413]; blastocyst formation [GO:0001825]; brain development [GO:0007420]; cardiac epithelial to mesenchymal transition [GO:0060317]; cell adhesion involved in sprouting angiogenesis [GO:0120078]; cell migration involved in vasculogenesis [GO:0035441]; cellular response to hypoxia [GO:0071456]; cellular sphingolipid homeostasis [GO:0090156]; central nervous system vasculogenesis [GO:0022009]; cerebral cortex radial glia-guided migration [GO:0021801]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum tubular network formation [GO:0071787]; endoplasmic reticulum tubular network membrane organization [GO:1990809]; endoplasmic reticulum tubular network organization [GO:0071786]; leukocyte migration involved in inflammatory response [GO:0002523]; negative regulation of amyloid-beta formation [GO:1902430]; negative regulation of axon extension [GO:0030517]; negative regulation of axonogenesis [GO:0050771]; negative regulation of cell growth [GO:0030308]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of neuron projection development [GO:0010977]; negative regulation of neuron projection regeneration [GO:0070571]; negative regulation of vasculogenesis [GO:2001213]; nervous system development [GO:0007399]; neuron differentiation [GO:0030182]; nuclear pore complex assembly [GO:0051292]; positive regulation of angiogenesis [GO:0045766]; positive regulation of artery morphogenesis [GO:1905653]; positive regulation of dopamine secretion [GO:0033603]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of ERBB3 signaling pathway [GO:1905580]; positive regulation of glial cell differentiation [GO:0045687]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of macrophage migration [GO:1905523]; positive regulation of mammary gland epithelial cell proliferation [GO:0033601]; positive regulation of neutrophil migration [GO:1902624]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein localization to endoplasmic reticulum [GO:1905552]; positive regulation of Rac protein signal transduction [GO:0035022]; positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]; protein localization to lysosome [GO:0061462]; protein stabilization [GO:0050821]; regulation of branching morphogenesis of a nerve [GO:2000172]; regulation of cell migration [GO:0030334]; regulation of nervous system development [GO:0051960]; regulation of sensory perception of pain [GO:0051930],GO:0001825; GO:0002523; GO:0005635; GO:0005737; GO:0005783; GO:0005789; GO:0005886; GO:0007029; GO:0007399; GO:0007413; GO:0007420; GO:0010634; GO:0010977; GO:0014069; GO:0021801; GO:0022009; GO:0030054; GO:0030176; GO:0030182; GO:0030308; GO:0030334; GO:0030517; GO:0031625; GO:0032991; GO:0033601; GO:0033603; GO:0034165; GO:0035022; GO:0035441; GO:0042803; GO:0042995; GO:0043005; GO:0043025; GO:0043209; GO:0044877; GO:0045296; GO:0045665; GO:0045687; GO:0045766; GO:0050771; GO:0050821; GO:0051292; GO:0051897; GO:0051930; GO:0051960; GO:0060317; GO:0060907; GO:0061462; GO:0070161; GO:0070571; GO:0071456; GO:0071782; GO:0071786; GO:0071787; GO:0090156; GO:0098826; GO:0098978; GO:0099061; GO:0120078; GO:1902430; GO:1902624; GO:1905523; GO:1905552; GO:1905580; GO:1905653; GO:1990809; GO:2000172; GO:2000347; GO:2001213,anchoring junction [GO:0070161]; cell junction [GO:0030054]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; endoplasmic reticulum tubular network membrane [GO:0098826]; glutamatergic synapse [GO:0098978]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of postsynaptic density membrane [GO:0099061]; myelin sheath [GO:0043209]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991],cadherin binding [GO:0045296]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]; ubiquitin protein ligase binding [GO:0031625]
Q8K3G7,unreviewed,Q8K3G7_MOUSE,Reticulon,Rtn4,Mus musculus (Mouse),357,,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],GO:0005789; GO:0016021,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],
Q9DA37,reviewed,SAMD8_MOUSE,"Sphingomyelin synthase-related protein 1, SMSr, EC 2.7.8.- (Ceramide phosphoethanolamine synthase, CPE synthase) (Sterile alpha motif domain-containing protein 8, SAM domain-containing protein 8)",Samd8,Mus musculus (Mouse),478,ceramide biosynthetic process [GO:0046513]; ceramide phosphoethanolamine biosynthetic process [GO:1905373]; regulation of ceramide biosynthetic process [GO:2000303]; sphingomyelin biosynthetic process [GO:0006686],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of Golgi membrane [GO:0030173]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; ceramide cholinephosphotransferase activity [GO:0047493]; ceramide phosphoethanolamine synthase activity [GO:0002950]; sphingomyelin synthase activity [GO:0033188]; ceramide biosynthetic process [GO:0046513]; ceramide phosphoethanolamine biosynthetic process [GO:1905373]; regulation of ceramide biosynthetic process [GO:2000303]; sphingomyelin biosynthetic process [GO:0006686],GO:0002950; GO:0005783; GO:0005829; GO:0005887; GO:0006686; GO:0016021; GO:0030173; GO:0030176; GO:0033188; GO:0046513; GO:0047493; GO:1905373; GO:2000303,cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of Golgi membrane [GO:0030173]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887],ceramide cholinephosphotransferase activity [GO:0047493]; ceramide phosphoethanolamine synthase activity [GO:0002950]; sphingomyelin synthase activity [GO:0033188]
D6REI9,unreviewed,D6REI9_MOUSE,Sphingomyelin synthase-related protein 1,Samd8,Mus musculus (Mouse),64,,,,,
Q14AQ4,unreviewed,Q14AQ4_MOUSE,Sterile alpha motif domain containing 8,Samd8,Mus musculus (Mouse),478,ceramide biosynthetic process [GO:0046513]; regulation of ceramide biosynthetic process [GO:2000303],"cytosol [GO:0005829]; integral component of endoplasmic reticulum membrane [GO:0030176]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; ceramide biosynthetic process [GO:0046513]; regulation of ceramide biosynthetic process [GO:2000303]",GO:0005829; GO:0016780; GO:0030176; GO:0046513; GO:2000303,cytosol [GO:0005829]; integral component of endoplasmic reticulum membrane [GO:0030176],"phosphotransferase activity, for other substituted phosphate groups [GO:0016780]"
Q3UH82,unreviewed,Q3UH82_MOUSE,Sphingomyelin synthase-related protein 1,Samd8,Mus musculus (Mouse),415,sphingolipid metabolic process [GO:0006665],"integral component of membrane [GO:0016021]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; sphingolipid metabolic process [GO:0006665]",GO:0006665; GO:0016021; GO:0016780,integral component of membrane [GO:0016021],"phosphotransferase activity, for other substituted phosphate groups [GO:0016780]"
Q497L5,unreviewed,Q497L5_MOUSE,Sterile alpha motif domain containing 8,Samd8,Mus musculus (Mouse),432,sphingolipid metabolic process [GO:0006665],"integral component of membrane [GO:0016021]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; sphingolipid metabolic process [GO:0006665]",GO:0006665; GO:0016021; GO:0016780,integral component of membrane [GO:0016021],"phosphotransferase activity, for other substituted phosphate groups [GO:0016780]"
P36536,reviewed,SAR1A_MOUSE,GTP-binding protein SAR1a,Sar1a Sara Sara1,Mus musculus (Mouse),198,COPII-coated vesicle cargo loading [GO:0090110]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; membrane organization [GO:0061024]; negative regulation of cargo loading into COPII-coated vesicle [GO:1901303]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; regulation of cargo loading into COPII-coated vesicle [GO:1901301]; regulation of COPII vesicle coating [GO:0003400]; vesicle organization [GO:0016050]; vesicle-mediated transport [GO:0016192],COPII vesicle coat [GO:0030127]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; Golgi apparatus [GO:0005794]; sarcoplasmic reticulum [GO:0016529]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; COPII-coated vesicle cargo loading [GO:0090110]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; membrane organization [GO:0061024]; negative regulation of cargo loading into COPII-coated vesicle [GO:1901303]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; regulation of cargo loading into COPII-coated vesicle [GO:1901301]; regulation of COPII vesicle coating [GO:0003400]; vesicle organization [GO:0016050]; vesicle-mediated transport [GO:0016192],GO:0003400; GO:0003924; GO:0005525; GO:0005783; GO:0005794; GO:0006886; GO:0006888; GO:0016050; GO:0016192; GO:0016529; GO:0030127; GO:0061024; GO:0070863; GO:0070971; GO:0090110; GO:1901301; GO:1901303,COPII vesicle coat [GO:0030127]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; Golgi apparatus [GO:0005794]; sarcoplasmic reticulum [GO:0016529],GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A0A1W2P6N3,unreviewed,A0A1W2P6N3_MOUSE,GTP-binding protein SAR1a,Sar1a,Mus musculus (Mouse),131,intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],GO:0003924; GO:0005525; GO:0005783; GO:0005794; GO:0006886; GO:0016192,endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794],GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A0A1W2P6R1,unreviewed,A0A1W2P6R1_MOUSE,GTP-binding protein SAR1a,Sar1a,Mus musculus (Mouse),10,,,,,
A0A1W2P720,unreviewed,A0A1W2P720_MOUSE,GTP-binding protein SAR1a,Sar1a,Mus musculus (Mouse),81,intracellular protein transport [GO:0006886],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; intracellular protein transport [GO:0006886],GO:0003924; GO:0005525; GO:0006886,,GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A0A1W2P869,unreviewed,A0A1W2P869_MOUSE,GTP-binding protein SAR1a,Sar1a,Mus musculus (Mouse),95,intracellular protein transport [GO:0006886],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; intracellular protein transport [GO:0006886],GO:0003924; GO:0005525; GO:0006886,,GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Q3TXJ4,unreviewed,Q3TXJ4_MOUSE,Uncharacterized protein,Sar1a Sara1,Mus musculus (Mouse),198,intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],GO:0003924; GO:0005525; GO:0005783; GO:0005794; GO:0006886; GO:0016192,endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794],GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Q99JZ4,unreviewed,Q99JZ4_MOUSE,GTP-binding protein SAR1a (SAR1 gene homolog A (S. cerevisiae)),Sar1a Sara1,Mus musculus (Mouse),198,COPII-coated vesicle cargo loading [GO:0090110]; intracellular protein transport [GO:0006886],COPII vesicle coat [GO:0030127]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; COPII-coated vesicle cargo loading [GO:0090110]; intracellular protein transport [GO:0006886],GO:0003924; GO:0005525; GO:0005783; GO:0005794; GO:0006886; GO:0030127; GO:0090110,COPII vesicle coat [GO:0030127]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794],GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Q9CQC9,reviewed,SAR1B_MOUSE,GTP-binding protein SAR1b,Sar1b Sara1b Sara2,Mus musculus (Mouse),198,endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; membrane organization [GO:0061024]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; regulation of COPII vesicle coating [GO:0003400]; regulation of lipid transport [GO:0032368]; vesicle organization [GO:0016050],COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi cisterna membrane [GO:0032580]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; membrane organization [GO:0061024]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; regulation of COPII vesicle coating [GO:0003400]; regulation of lipid transport [GO:0032368]; vesicle organization [GO:0016050],GO:0003400; GO:0003924; GO:0005525; GO:0005789; GO:0006886; GO:0006888; GO:0016050; GO:0030127; GO:0032368; GO:0032580; GO:0042953; GO:0046872; GO:0055088; GO:0061024; GO:0070863; GO:0070971,COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi cisterna membrane [GO:0032580],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]
Q0VGU0,unreviewed,Q0VGU0_MOUSE,SAR1 gene homolog B (S. cerevisiae),Sar1b,Mus musculus (Mouse),198,intracellular protein transport [GO:0006886]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; regulation of lipid transport [GO:0032368]; vesicle-mediated transport [GO:0016192],endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; intracellular protein transport [GO:0006886]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; regulation of lipid transport [GO:0032368]; vesicle-mediated transport [GO:0016192],GO:0003924; GO:0005525; GO:0005783; GO:0005794; GO:0006886; GO:0016192; GO:0032368; GO:0042953; GO:0055088,endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794],GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Q3U281,unreviewed,Q3U281_MOUSE,Uncharacterized protein,Sar1b Sara2,Mus musculus (Mouse),198,intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],GO:0003924; GO:0005525; GO:0005783; GO:0005794; GO:0006886; GO:0016192,endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794],GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Q8R3Q0,reviewed,SARAF_MOUSE,"Store-operated calcium entry-associated regulatory factor, SARAF, SOCE-associated regulatory factor (Transmembrane protein 66)",Saraf Tmem66,Mus musculus (Mouse),334,calcium ion transport [GO:0006816]; regulation of store-operated calcium entry [GO:2001256],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; integral component of endoplasmic reticulum membrane [GO:0030176]; calcium ion transport [GO:0006816]; regulation of store-operated calcium entry [GO:2001256],GO:0005783; GO:0006816; GO:0030176; GO:0140268; GO:2001256,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; integral component of endoplasmic reticulum membrane [GO:0030176],
A0A0R4J0D1,unreviewed,A0A0R4J0D1_MOUSE,Store-operated calcium entry-associated regulatory factor (Transmembrane protein 66),Saraf,Mus musculus (Mouse),363,calcium ion transport [GO:0006816]; regulation of store-operated calcium entry [GO:2001256],endoplasmic reticulum-plasma membrane contact site [GO:0140268]; integral component of endoplasmic reticulum membrane [GO:0030176]; calcium ion transport [GO:0006816]; regulation of store-operated calcium entry [GO:2001256],GO:0006816; GO:0030176; GO:0140268; GO:2001256,endoplasmic reticulum-plasma membrane contact site [GO:0140268]; integral component of endoplasmic reticulum membrane [GO:0030176],
O88822,reviewed,SC5D_MOUSE,"Lathosterol oxidase, EC 1.14.19.20 (C-5 sterol desaturase) (Delta(7)-sterol 5-desaturase) (Delta(7)-sterol C5(6)-desaturase) (Lathosterol 5-desaturase) (Sterol-C5-desaturase)",Sc5d Sc5dl,Mus musculus (Mouse),299,cholesterol biosynthetic process via lathosterol [GO:0033490]; sterol biosynthetic process [GO:0016126],endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; C-5 sterol desaturase activity [GO:0000248]; delta7-sterol 5(6)-desaturase activity [GO:0050046]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; cholesterol biosynthetic process via lathosterol [GO:0033490]; sterol biosynthetic process [GO:0016126],GO:0000248; GO:0005506; GO:0005789; GO:0016020; GO:0016021; GO:0016126; GO:0016491; GO:0033490; GO:0043231; GO:0050046,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020],C-5 sterol desaturase activity [GO:0000248]; delta7-sterol 5(6)-desaturase activity [GO:0050046]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]
A0A1L1SSH0,unreviewed,A0A1L1SSH0_MOUSE,Lathosterol oxidase,Sc5d,Mus musculus (Mouse),215,lipid biosynthetic process [GO:0008610],integral component of membrane [GO:0016021]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610],GO:0005506; GO:0008610; GO:0016021; GO:0016491,integral component of membrane [GO:0016021],iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]
Q8R1S3,unreviewed,Q8R1S3_MOUSE,"Sterol-C5-desaturase (Fungal ERG3, delta-5-desaturase) homolog (S. cerevisae)",Sc5d,Mus musculus (Mouse),299,lipid biosynthetic process [GO:0008610],integral component of membrane [GO:0016021]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610],GO:0005506; GO:0008610; GO:0016021; GO:0016491,integral component of membrane [GO:0016021],iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]
Q8C850,reviewed,SCAR3_MOUSE,Scavenger receptor class A member 3,Scara3,Mus musculus (Mouse),606,extracellular matrix organization [GO:0030198],collagen trimer [GO:0005581]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; extracellular matrix structural constituent [GO:0005201]; extracellular matrix organization [GO:0030198],GO:0000139; GO:0005201; GO:0005581; GO:0005615; GO:0005783; GO:0005789; GO:0016021; GO:0030198; GO:0031012,collagen trimer [GO:0005581]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021],extracellular matrix structural constituent [GO:0005201]
Q8R374,unreviewed,Q8R374_MOUSE,Scara3 protein,Scara3,Mus musculus (Mouse),283,,,,,
E9QAT4,reviewed,SC16A_MOUSE,"Protein transport protein Sec16A (SEC16 homolog A, p250)",Sec16a Kiaa0310 Sec16,Mus musculus (Mouse),2357,autophagy [GO:0006914]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; Golgi to plasma membrane CFTR protein transport [GO:0043000]; protein exit from endoplasmic reticulum [GO:0032527]; protein localization to endoplasmic reticulum exit site [GO:0070973]; protein localization to plasma membrane [GO:0072659]; protein stabilization [GO:0050821]; response to endoplasmic reticulum stress [GO:0034976],cytosol [GO:0005829]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; organelle membrane [GO:0031090]; perinuclear region of cytoplasm [GO:0048471]; autophagy [GO:0006914]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; Golgi to plasma membrane CFTR protein transport [GO:0043000]; protein exit from endoplasmic reticulum [GO:0032527]; protein localization to endoplasmic reticulum exit site [GO:0070973]; protein localization to plasma membrane [GO:0072659]; protein stabilization [GO:0050821]; response to endoplasmic reticulum stress [GO:0034976],GO:0000139; GO:0005789; GO:0005829; GO:0006888; GO:0006914; GO:0007029; GO:0007030; GO:0012507; GO:0031090; GO:0032527; GO:0034976; GO:0043000; GO:0048208; GO:0048471; GO:0050821; GO:0070971; GO:0070973; GO:0072659,cytosol [GO:0005829]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; organelle membrane [GO:0031090]; perinuclear region of cytoplasm [GO:0048471],
F6T8X6,unreviewed,F6T8X6_MOUSE,Protein transport protein Sec16A,Sec16a,Mus musculus (Mouse),247,autophagy [GO:0006914]; COPII vesicle coating [GO:0048208],cytoplasm [GO:0005737]; autophagy [GO:0006914]; COPII vesicle coating [GO:0048208],GO:0005737; GO:0006914; GO:0048208,cytoplasm [GO:0005737],
