Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Function [CC],Mass,Tissue specificity,Gene Ontology (biological process),Signal peptide,Transit peptide
B9EKR1,reviewed,PTPRZ_MOUSE,"Receptor-type tyrosine-protein phosphatase zeta, R-PTP-zeta, EC 3.1.3.48",Ptprz1,Mus musculus (Mouse),2312,axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; filopodium [GO:0030175]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; integral component of postsynaptic density membrane [GO:0099061]; intrinsic component of plasma membrane [GO:0031226]; lamellipodium [GO:0030027]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; perineuronal net [GO:0072534]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; ruffle membrane [GO:0032587]; synapse [GO:0045202],SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21969550}; Single-pass type I membrane protein {ECO:0000269|PubMed:21969550}. Secreted {ECO:0000269|PubMed:21969550}. Note=A secreted form is apparently generated by shedding of the extracellular domain.,"FUNCTION: Protein tyrosine phosphatase that negatively regulates oligodendrocyte precursor proliferation in the embryonic spinal cord. Required for normal differentiation of the precursor cells into mature, fully myelinating oligodendrocytes. May play a role in protecting oligondendrocytes against apoptosis. May play a role in the establishment of contextual memory, probably via the dephosphorylation of proteins that are part of important signaling cascades. {ECO:0000269|PubMed:12355066, ECO:0000269|PubMed:16513268, ECO:0000269|PubMed:21969550}.",254405,"TISSUE SPECIFICITY: Detected in neurons and astrocytes in the central nervous system (CNS). Detected in the hippocampus and in brain cortex. {ECO:0000269|PubMed:11003666, ECO:0000269|PubMed:9655611}.",axonal fasciculation [GO:0007413]; axonogenesis [GO:0007409]; hematopoietic progenitor cell differentiation [GO:0002244]; learning or memory [GO:0007611]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of dendrite development [GO:2000171]; negative regulation of neuron apoptotic process [GO:0043524]; oligodendrocyte differentiation [GO:0048709]; peptidyl-tyrosine dephosphorylation [GO:0035335]; positive regulation of cell migration [GO:0030335]; positive regulation of dendrite development [GO:1900006]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of neuron death [GO:1901216]; positive regulation of neuron migration [GO:2001224]; positive regulation of neuron projection development [GO:0010976]; positive regulation of oligodendrocyte differentiation [GO:0048714]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of Schwann cell migration [GO:1900149]; protein dephosphorylation [GO:0006470]; regulation of dendrite morphogenesis [GO:0048814]; regulation of myelination [GO:0031641]; regulation of oligodendrocyte progenitor proliferation [GO:0070445],"SIGNAL 1..24; /evidence=""ECO:0000250""",
D3YXG0,reviewed,HMCN1_MOUSE,"Hemicentin-1 (Fibulin-6, FIBL-6)",Hmcn1,Mus musculus (Mouse),5634,adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; muscle tendon junction [GO:0005927],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000269|PubMed:17015624, ECO:0000269|PubMed:24951538, ECO:0000269|PubMed:29488390, ECO:0000269|PubMed:32035013, ECO:0000269|PubMed:34504132}. Cytoplasm {ECO:0000269|PubMed:17015624, ECO:0000269|PubMed:29488390}. Cell junction {ECO:0000269|PubMed:17015624}. Cleavage furrow {ECO:0000269|PubMed:21215633}. Note=Has been detected in the glomerular basement membrane in one study (PubMed:29488390). However, another study found expression in the glomerular mesangial matrix but not in the glomerular basement membrane (PubMed:32035013). The antibody used in PubMed:17015624 and PubMed:21215633 to determine subcellular location does not distinguish between HMCN1 and HMCN2 (PubMed:17015624, PubMed:21215633). {ECO:0000269|PubMed:17015624, ECO:0000269|PubMed:21215633, ECO:0000269|PubMed:29488390, ECO:0000269|PubMed:32035013}.","FUNCTION: Involved in transforming growth factor beta-mediated rearrangement of the podocyte cytoskeleton which includes reduction of F-actin fibers and broadening, flattening and elongation of podocytes (By similarity). Plays a role in basement membrane organization (PubMed:34504132). May promote cleavage furrow maturation during cytokinesis in preimplantation embryos (PubMed:21215633). May play a role in the architecture of adhesive and flexible epithelial cell junctions (PubMed:17015624). May play a role during myocardial remodeling by imparting an effect on cardiac fibroblast migration (PubMed:24951538). {ECO:0000250|UniProtKB:Q96RW7, ECO:0000269|PubMed:17015624, ECO:0000269|PubMed:21215633, ECO:0000269|PubMed:24951538, ECO:0000269|PubMed:34504132}.",611561,"TISSUE SPECIFICITY: In the kidney, expressed in the glomerulus (at protein level) (PubMed:29488390, PubMed:32035013). Expressed in whisker and hair follicles, eye, tongue, and splenic and lymph node conduits (at protein level) (PubMed:32035013). In the embryo, localizes to the cleavage furrow at the two-cell stage (at protein level) (PubMed:34504132). In neonatal skin, expressed throughout the dermis (at protein level) (PubMed:34504132). In adult skin, strongly concentrated at the dermal side of the basement membrane but not detectable in the deeper dermis (PubMed:34504132). Shows tendon-specific localization at the myotendinous junction and is also detected in the perichondrium (at protein level) (PubMed:34504132). Expressed by chondrocytes residing in articular cartilage and the femoral growth plate of 52 week old mice (at protein level) (PubMed:34504132). Expressed in vascular endothelial cells in coronary arteries and sparsely in endocardial endothelium (at protein level) (PubMed:24951538). Expressed in skin, tongue, lung and eye (PubMed:17015624). At E14.5, expressed in the vibrissae, dermis, forelimb, kidney, intestine, lung and iliac cartilage where expression is found mainly in mesenchymal cells (PubMed:34504132). {ECO:0000269|PubMed:17015624, ECO:0000269|PubMed:24951538, ECO:0000269|PubMed:29488390, ECO:0000269|PubMed:32035013, ECO:0000269|PubMed:34504132}.",actin filament reorganization [GO:0090527]; basement membrane organization [GO:0071711]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617],"SIGNAL 1..21; /evidence=""ECO:0000255""",
D3YXK1,reviewed,SAMD1_MOUSE,"Sterile alpha motif domain-containing protein 1, SAM domain-containing protein 1 (Atherin)",Samd1,Mus musculus (Mouse),519,chromosome [GO:0005694]; extracellular space [GO:0005615]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:33980486}. Chromosome {ECO:0000269|PubMed:33980486}. Secreted {ECO:0000269|PubMed:34006929}. Note=In atherosclerotic lesions, it is found in the extracellular compartment and in foam cells cytoplasm. {ECO:0000269|PubMed:34006929}.","FUNCTION: Unmethylated CpG islands (CGIs)-binding protein which localizes to H3K4me3-decorated CGIs, where it acts as a transcriptional repressor (PubMed:33980486, PubMed:34006929). Tethers L3MBTL3 to chromatin and interacts with the KDM1A histone demethylase complex to modulate H3K4me2 and H3K4me3 levels at CGIs (PubMed:33980486). Plays a role in atherogenesis by binding with LDL on cell surface and promoting LDL oxidation which leads to the formation of foam cell (PubMed:34006929). {ECO:0000269|PubMed:33980486, ECO:0000269|PubMed:34006929}.",54533,"TISSUE SPECIFICITY: Expressed to similar levels in different organs. Expressed at higher levels in bone marrow, osteoclasts and spleen (PubMed:33980486). Expressed in vascular smooth muscle cells (PubMed:34006929). {ECO:0000269|PubMed:33980486, ECO:0000269|PubMed:34006929}.","chromatin organization [GO:0006325]; foam cell differentiation [GO:0090077]; lipoprotein lipid oxidation [GO:0034439]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; protein homooligomerization [GO:0051260]; regulation of DNA methylation-dependent heterochromatin assembly [GO:0090308]",,
D3Z752,reviewed,SPXN_MOUSE,Spexin (NPQ) (Neuropeptide Q) (Spexin hormone) [Cleaved into: Spexin-1; Spexin-2 ],Spx,Mus musculus (Mouse),116,cytoplasm [GO:0005737]; dense core granule [GO:0031045]; extracellular space [GO:0005615]; transport vesicle [GO:0030133],"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:24550067}. Secreted, extracellular space {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle {ECO:0000250}. Note=Secreted via the classical ER/Golgi-dependent pathway into the extracellular medium largely as a full-length protein without the signal peptide, and not as a hydrolyzed and amidated peptide. Localized extracellularly surrounding the villous trophoblastic cells (By similarity). Detected in the serum. {ECO:0000250}.","FUNCTION: Plays a role as a central modulator of cardiovascular and renal function and nociception. Also plays a role in energy metabolism and storage. Inhibits adrenocortical cell proliferation with minor stimulation on corticosteroid release (By similarity). {ECO:0000250}.; FUNCTION: [Spexin-1]: Acts as a ligand for galanin receptors GALR2 and GALR3. Intracerebroventricular administration of the peptide induces an increase in arterial blood pressure, a decrease in both heart rate and renal excretion and delayed natriuresis. Intraventricular administration of the peptide induces antinociceptive activity. Also induces contraction of muscarinic-like stomach smooth muscles (By similarity). Intraperitoneal administration of the peptide induces a reduction in food consumption and body weight. Inhibits long chain fatty acid uptake into adipocytes (PubMed:24550067). {ECO:0000250, ECO:0000269|PubMed:24550067}.; FUNCTION: [Spexin-2]: Intracerebroventricular administration of the peptide induces a decrease in heart rate, but no change in arterial pressure, and an increase in urine flow rate. Intraventricular administration of the peptide induces antinociceptive activity (By similarity). {ECO:0000250}.",13004,,long-chain fatty acid import into cell [GO:0044539]; negative regulation of appetite [GO:0032099]; negative regulation of heart rate [GO:0010459]; negative regulation of renal sodium excretion [GO:0035814]; positive regulation of gastro-intestinal system smooth muscle contraction [GO:1904306]; positive regulation of systemic arterial blood pressure [GO:0003084]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of sensory perception of pain [GO:0051930],"SIGNAL 1..26; /evidence=""ECO:0000255""",
E1U8D0,reviewed,SOGA1_MOUSE,"Protein SOGA1 (SOGA family member 1) (Suppressor of glucose by autophagy) (Suppressor of glucose, autophagy-associated protein 1) [Cleaved into: N-terminal form; C-terminal 80 kDa form, 80-kDa SOGA fragment ]",Soga1 Soga,Mus musculus (Mouse),1418,extracellular space [GO:0005615],SUBCELLULAR LOCATION: [C-terminal 80 kDa form]: Secreted. Note=Secreted in primary hepatocyte-conditioned media.,FUNCTION: Regulates autophagy by playing a role in the reduction of glucose production in an adiponectin- and insulin-dependent manner. {ECO:0000269|PubMed:20813965}.,159186,TISSUE SPECIFICITY: Expressed in liver (at protein level). {ECO:0000269|PubMed:20813965}.,insulin receptor signaling pathway [GO:0008286]; negative regulation of gluconeogenesis [GO:0045721]; regulation of autophagy [GO:0010506],,
E9PV24,reviewed,FIBA_MOUSE,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain ],Fga,Mus musculus (Mouse),789,blood microparticle [GO:0072562]; cell cortex [GO:0005938]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; fibrinogen complex [GO:0005577]; platelet alpha granule [GO:0031091]; rough endoplasmic reticulum [GO:0005791]; synapse [GO:0045202],SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:7649481}.,"FUNCTION: Cleaved by the protease thrombin to yield monomers which, together with fibrinogen beta (FGB) and fibrinogen gamma (FGG), polymerize to form an insoluble fibrin matrix. Fibrin has a major function in hemostasis as one of the primary components of blood clots (PubMed:7649481). In addition, functions during the early stages of wound repair to stabilize the lesion and guide cell migration during re-epithelialization (PubMed:11389004). Was originally thought to be essential for platelet aggregation, based on in vitro studies using anticoagulated blood (PubMed:7649481). However, subsequent studies have shown that it is not absolutely required for thrombus formation in vivo (PubMed:10930441). Enhances expression of SELP in activated platelets via an ITGB3-dependent pathway (PubMed:19332769). Maternal fibrinogen is essential for successful pregnancy (PubMed:7649481). Fibrin deposition is also associated with infection, where it protects against IFNG-mediated hemorrhage (PubMed:12629066). May also facilitate the immune response via both innate and T-cell mediated pathways (PubMed:23487423). {ECO:0000250|UniProtKB:P02671, ECO:0000269|PubMed:10930441, ECO:0000269|PubMed:11389004, ECO:0000269|PubMed:12629066, ECO:0000269|PubMed:15972474, ECO:0000269|PubMed:19332769, ECO:0000269|PubMed:23487423, ECO:0000269|PubMed:7649481}.",87429,TISSUE SPECIFICITY: Expressed in liver. {ECO:0000269|PubMed:7649481}.,"adaptive immune response [GO:0002250]; blood coagulation [GO:0007596]; blood coagulation, common pathway [GO:0072377]; blood coagulation, fibrin clot formation [GO:0072378]; cell-matrix adhesion [GO:0007160]; fibrinolysis [GO:0042730]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; plasminogen activation [GO:0031639]; platelet aggregation [GO:0070527]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of exocytosis [GO:0045921]; positive regulation of heterotypic cell-cell adhesion [GO:0034116]; positive regulation of peptide hormone secretion [GO:0090277]; positive regulation of protein secretion [GO:0050714]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of vasoconstriction [GO:0045907]; protein polymerization [GO:0051258]; protein-containing complex assembly [GO:0065003]; response to calcium ion [GO:0051592]","SIGNAL 1..19; /evidence=""ECO:0000250|UniProtKB:P06399, ECO:0000255""",
E9PZ36,reviewed,PKHD1_MOUSE,Fibrocystin (Polycystic kidney and hepatic disease 1 protein) (Polyductin),Pkhd1,Mus musculus (Mouse),4059,"9+0 non-motile cilium [GO:0097731]; apical plasma membrane [GO:0016324]; centrosome [GO:0005813]; chromosome, centromeric region [GO:0000775]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P08F94}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:P08F94}. Apical cell membrane {ECO:0000269|PubMed:18202188}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:P08F94}. Cell projection, cilium {ECO:0000269|PubMed:17470460, ECO:0000269|PubMed:18202188, ECO:0000269|PubMed:20048263, ECO:0000269|PubMed:22021705, ECO:0000269|PubMed:28154160}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:P08F94}. Chromosome, centromere {ECO:0000250|UniProtKB:P08F94}. Nucleus {ECO:0000269|PubMed:16956880}. Secreted, extracellular exosome {ECO:0000269|PubMed:22021705, ECO:0000269|PubMed:28729032}. Secreted {ECO:0000269|PubMed:22021705, ECO:0000269|PubMed:28729032}. Endoplasmic reticulum {ECO:0000269|PubMed:28729032}. Golgi apparatus {ECO:0000269|PubMed:28729032}. Note=The intra-cellular C-terminal fragment (ICD) translocates to the nucleus and is not detected in primary cilia (PubMed:16956880, PubMed:28729032). The extracellular domain (PECD) traffics beyond the mid-Golgi and localizes on exosome like vesicles (ELVs) attached to the primary cilium (PubMed:22021705, PubMed:28729032). In the urine, the extracellular domain (PECD) exists as an highly abundant secreted form and a less abundant PECD form that is either tethered to or shed with the C-terminal fragment (PTM) in ELVs (PubMed:28729032). The majority of full length PKHD1 protein resides at the endoplasmic reticulum and cannot pass beyond the mid-Golgi apparatus and is not detected in primary cilia (PubMed:28729032). {ECO:0000269|PubMed:16956880, ECO:0000269|PubMed:22021705, ECO:0000269|PubMed:28729032}.","FUNCTION: Promotes ciliogenesis in renal epithelial cells and therefore participates in the tubules formation and/or ensures the maintenance of the architecture of the lumen of the kidney (PubMed:18235088, PubMed:20875407). Has an impact on cellular symmetry by ensuring correct bipolar cell division through the regulation of centrosome duplication and mitotic spindle assembly and by maintaining oriented cell division (OCD) during tubular elongation through planar cell polarity (PCP) pathway (PubMed:19959710). During epithelial cell morphogenesis regulates also cell-cell and cell-matrix adhesion and participates in cell motility (By similarity). Promotes cell-cell contact through the positive regulation of PTK2 kinase activity leading to either positive regulation of epithelial cell proliferation through the HRAS/RAF1 pathways, or negative regulation of apoptosis through the PDK1/AKT1 pathway (PubMed:20875407). May act in collecting-duct and biliary differentiation (By similarity). May participate in the regulation of the cholangiocytes proliferation and the CCN2 production in an CXCL8-dependent manner (By similarity). {ECO:0000250|UniProtKB:E2RK30, ECO:0000250|UniProtKB:P08F94, ECO:0000269|PubMed:18235088, ECO:0000269|PubMed:19959710, ECO:0000269|PubMed:20875407}.",444882,"TISSUE SPECIFICITY: Expressed in bile ducts and distal nephron segments but is absent from the proximal tubule (PubMed:18202188). Expressed in pancreas and kidney but also in the liver (PubMed:28729032). Expressed primarily in the distal tubule and thick ascending limb of the loop of Henle, and at low-level in the proximal tubule before renal development is complete at P0 (PubMed:28729032). {ECO:0000269|PubMed:18202188, ECO:0000269|PubMed:28729032}.",branching morphogenesis of an epithelial tube [GO:0048754]; cell-cell junction organization [GO:0045216]; cellular calcium ion homeostasis [GO:0006874]; cilium assembly [GO:0060271]; epithelial cell morphogenesis [GO:0003382]; establishment of centrosome localization [GO:0051660]; establishment of mitotic spindle orientation [GO:0000132]; kidney development [GO:0001822]; negative regulation of apoptotic process [GO:0043066]; negative regulation of epithelial cell apoptotic process [GO:1904036]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of protein kinase B signaling [GO:0051898]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of epithelial cell proliferation [GO:0050679]; regulation of cell adhesion [GO:0030155]; regulation of cell-cell adhesion [GO:0022407]; regulation of cell-matrix adhesion [GO:0001952]; regulation of centrosome duplication [GO:0010824]; regulation of cholangiocyte proliferation [GO:1904054]; regulation of ERK1 and ERK2 cascade [GO:0070372]; regulation of establishment of planar polarity [GO:0090175]; regulation of TOR signaling [GO:0032006],"SIGNAL 1..18; /evidence=""ECO:0000255""",
E9Q414,reviewed,APOB_MOUSE,"Apolipoprotein B-100, Apo B-100 [Cleaved into: Apolipoprotein B-48, Apo B-48 ]",Apob,Mus musculus (Mouse),4505,chylomicron [GO:0042627]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; high-density lipoprotein particle [GO:0034364]; intermediate-density lipoprotein particle [GO:0034363]; intracellular membrane-bounded organelle [GO:0043231]; lipid droplet [GO:0005811]; low-density lipoprotein particle [GO:0034362]; mature chylomicron [GO:0034359]; neuronal cell body [GO:0043025]; very-low-density lipoprotein particle [GO:0034361]; vesicle lumen [GO:0031983]; vesicle membrane [GO:0012506],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P04114}. Secreted {ECO:0000250|UniProtKB:P04114}. Lipid droplet {ECO:0000250|UniProtKB:P04114}.,"FUNCTION: Apolipoprotein B is a major protein constituent of chylomicrons (apo B-48), LDL (apo B-100) and VLDL (apo B-100). Apo B-100 functions as a recognition signal for the cellular binding and internalization of LDL particles by the apoB/E receptor.",509432,,artery morphogenesis [GO:0048844]; cellular response to prostaglandin stimulus [GO:0071379]; cellular response to tumor necrosis factor [GO:0071356]; cholesterol efflux [GO:0033344]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; cholesterol transport [GO:0030301]; establishment of localization in cell [GO:0051649]; fertilization [GO:0009566]; flagellated sperm motility [GO:0030317]; in utero embryonic development [GO:0001701]; lipid catabolic process [GO:0016042]; lipid metabolic process [GO:0006629]; lipoprotein biosynthetic process [GO:0042158]; lipoprotein catabolic process [GO:0042159]; lipoprotein metabolic process [GO:0042157]; lipoprotein transport [GO:0042953]; low-density lipoprotein particle clearance [GO:0034383]; low-density lipoprotein particle remodeling [GO:0034374]; nervous system development [GO:0007399]; positive regulation of cholesterol storage [GO:0010886]; positive regulation of gene expression [GO:0010628]; positive regulation of lipid storage [GO:0010884]; positive regulation of macrophage derived foam cell differentiation [GO:0010744]; post-embryonic development [GO:0009791]; regulation of cholesterol biosynthetic process [GO:0045540]; response to carbohydrate [GO:0009743]; response to estradiol [GO:0032355]; response to lipopolysaccharide [GO:0032496]; response to selenium ion [GO:0010269]; response to virus [GO:0009615]; spermatogenesis [GO:0007283]; triglyceride catabolic process [GO:0019433]; triglyceride mobilization [GO:0006642],"SIGNAL 1..27; /evidence=""ECO:0000255""",
E9QA28,reviewed,CEA16_MOUSE,Carcinoembryonic antigen-related cell adhesion molecule 16,Ceacam16,Mus musculus (Mouse),426,extracellular space [GO:0005615]; stereocilium tip [GO:0032426],SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:21368133}. Note=Localizes at the tip of cochlear outer hair cells and to the tectorial membrane. {ECO:0000269|PubMed:21368133}.,"FUNCTION: Required for proper hearing, plays a role in maintaining the integrity of the tectorial membrane. {ECO:0000269|PubMed:25080593}.",46352,TISSUE SPECIFICITY: Expressed in cochlear outer hair cells (OHC). {ECO:0000269|PubMed:21368133}.,sensory perception of sound [GO:0007605],"SIGNAL 1..22; /evidence=""ECO:0000255""",
F2Z472,reviewed,SVS3A_MOUSE,"Seminal vesicle secretory protein 3A (Seminal vesicle secretory protein III, SVS III)",Svs3a Svs3,Mus musculus (Mouse),265,extracellular region [GO:0005576]; extracellular space [GO:0005615]; protein-containing complex [GO:0032991],SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11723121}.,FUNCTION: Component of the copulatory plug. {ECO:0000269|PubMed:11723121}.,29967,"TISSUE SPECIFICITY: Highly expressed in the seminal vesicle where it is detected in luminal epithelium of the mucosa folds, and also in luminal fluid (at protein level). Not detected in other tissues tested. {ECO:0000269|PubMed:11723121}.",mating plug formation [GO:0042628]; sperm capacitation [GO:0048240],"SIGNAL 1..20; /evidence=""ECO:0000255""",
J3S6Y1,reviewed,TSEAR_MOUSE,"Thrombospondin-type laminin G domain and EAR repeat-containing protein, TSP-EAR",Tspear Tnep1,Mus musculus (Mouse),670,cell surface [GO:0009986]; ciliary membrane [GO:0060170]; extracellular region [GO:0005576]; stereocilium [GO:0032420],"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:22678063}. Cell surface {ECO:0000269|PubMed:22678063}. Cell projection, stereocilium {ECO:0000269|PubMed:22678063}. Note=Secreted protein which may bind to the cell surface via a membrane receptor. {ECO:0000269|PubMed:22678063}.",FUNCTION: Plays a critical role in tooth and hair follicle morphogenesis through regulation of the Notch signaling pathway. May play a role in development or function of the auditory system. {ECO:0000250|UniProtKB:Q8WU66}.,75098,"TISSUE SPECIFICITY: In the organ of Corti, expression at postnatal day 1 (P1) is restricted to the basal region of the stereocilia of inner and outer hair cells (at protein level). Expressed in the organ of Corti at P1 and P7, in cochlear ganglion, stria vascularis and vestibular ends at P7, and in inferior colliculus, remaining brainstem, cerebellum, brain hemispheres and retina at P1, P7 and in the adult. Also detected in adult liver, lung, kidney, intestine and testis but not in heart or skeletal muscle. {ECO:0000269|PubMed:22678063}.",hair cycle process [GO:0022405]; Notch signaling pathway [GO:0007219]; regulation of Notch signaling pathway [GO:0008593]; sensory perception of sound [GO:0007605]; signal transduction [GO:0007165]; tooth mineralization [GO:0034505],"SIGNAL 1..20; /evidence=""ECO:0000255""",
O08523,reviewed,TECTA_MOUSE,Alpha-tectorin,Tecta,Mus musculus (Mouse),2155,anchored component of membrane [GO:0031225]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:9079715}; Lipid-anchor, GPI-anchor {ECO:0000305|PubMed:9079715}; Extracellular side {ECO:0000305|PubMed:9079715}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:9079715}. Note=Found in the non-collagenous matrix of the tectorial membrane.","FUNCTION: One of the major non-collagenous components of the tectorial membrane (By similarity). The tectorial membrane is an extracellular matrix of the inner ear that covers the neuroepithelium of the cochlea and contacts the stereocilia bundles of specialized sensory hair cells. Sound induces movement of these hair cells relative to the tectorial membrane, deflects the stereocilia and leads to fluctuations in hair-cell membrane potential, transducing sound into electrical signals. {ECO:0000250}.",239433,TISSUE SPECIFICITY: Cochlea-specific. {ECO:0000269|PubMed:9079715}.,cell-matrix adhesion [GO:0007160]; sensory perception of sound [GO:0007605],"SIGNAL 1..24; /evidence=""ECO:0000269|PubMed:9079715""",
O08524,reviewed,TECTB_MOUSE,Beta-tectorin,Tectb,Mus musculus (Mouse),329,anchored component of membrane [GO:0031225]; cell surface [GO:0009986]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor, GPI-anchor {ECO:0000305}; Extracellular side {ECO:0000305}. Secreted, extracellular space, extracellular matrix. Note=Found in the non-collagenous matrix of the tectorial membrane. {ECO:0000250}.","FUNCTION: One of the major non-collagenous components of the tectorial membrane (By similarity). The tectorial membrane is an extracellular matrix of the inner ear that covers the neuroepithelium of the cochlea and contacts the stereocilia bundles of specialized sensory hair cells. Sound induces movement of these hair cells relative to the tectorial membrane, deflects the stereocilia and leads to fluctuations in hair-cell membrane potential, transducing sound into electrical signals. {ECO:0000250}.",36986,,sensory perception of sound [GO:0007605],"SIGNAL 1..17; /evidence=""ECO:0000255""",
