Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Mass,Function [CC],Tissue specificity,Gene Ontology (biological process),Gene Ontology (molecular function),Signal peptide,Transit peptide
A2AL36,reviewed,CNTRL_MOUSE,"Centriolin (Centrosomal protein 1) (Centrosomal protein of 110 kDa, Cep110)",Cntrl Cep1 Cep110,Mus musculus (Mouse),2334,centriolar satellite [GO:0034451]; centriolar subdistal appendage [GO:0120103]; centrosome [GO:0005813]; cytosol [GO:0005829]; Flemming body [GO:0090543]; meiotic spindle [GO:0072687]; meiotic spindle pole [GO:0090619]; microtubule organizing center [GO:0005815]; mitotic spindle pole [GO:0097431]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q7Z7A1}. Midbody, Midbody ring {ECO:0000250|UniProtKB:Q7Z7A1}.",268880,"FUNCTION: Involved in cell cycle progression and cytokinesis. During the late steps of cytokinesis, anchors exocyst and SNARE complexes at the midbody, thereby allowing secretory vesicle-mediated abscission (By similarity). {ECO:0000250}.",TISSUE SPECIFICITY: Highly expressed in liver. {ECO:0000269|PubMed:10688839}.,aorta development [GO:0035904]; cardiac septum development [GO:0003279]; cell cycle [GO:0007049]; coronary vasculature development [GO:0060976]; female germ-line stem cell asymmetric division [GO:0048132]; kidney development [GO:0001822]; regulation of cytoskeleton organization [GO:0051493]; ventricular septum development [GO:0003281],cytoskeletal protein binding [GO:0008092],,
A2ALU4,reviewed,SHRM2_MOUSE,Protein Shroom2 (Protein Apxl),Shroom2 Apxl,Mus musculus (Mouse),1481,adherens junction [GO:0005912]; apical junction complex [GO:0043296]; apical plasma membrane [GO:0016324]; bicellular tight junction [GO:0005923]; cell cortex [GO:0005938]; cell-cell junction [GO:0005911]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:16684770}. Cell junction, tight junction {ECO:0000269|PubMed:16684770}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16684770}. Note=Associates with cortical F-actin.",164703,"FUNCTION: May be involved in endothelial cell morphology changes during cell spreading. In the retinal pigment epithelium, may regulate the biogenesis of melanosomes and promote their association with the apical cell surface by inducing gamma-tubulin redistribution. {ECO:0000269|PubMed:16684770, ECO:0000269|PubMed:16987870}.",TISSUE SPECIFICITY: Present in kidney tubules and in the vasculature of many tissues (at protein level). {ECO:0000269|PubMed:16684770}.,actin filament organization [GO:0007015]; apical protein localization [GO:0045176]; brain development [GO:0007420]; camera-type eye development [GO:0043010]; camera-type eye morphogenesis [GO:0048593]; cell migration [GO:0016477]; cell-cell junction maintenance [GO:0045217]; cellular pigment accumulation [GO:0043482]; ear development [GO:0043583]; establishment of melanosome localization [GO:0032401]; eye pigment granule organization [GO:0008057]; lens morphogenesis in camera-type eye [GO:0002089]; melanosome organization [GO:0032438]; negative regulation of actin filament depolymerization [GO:0030835],actin binding [GO:0003779]; actin filament binding [GO:0051015]; beta-catenin binding [GO:0008013]; protein domain specific binding [GO:0019904],,
A2AMT1,reviewed,BFSP1_MOUSE,"Filensin (Beaded filament structural protein 1) (Lens fiber cell beaded-filament structural protein CP 95, CP95) [Cleaved into: Filensin C-terminal fragment; Filensin N-terminal fragment ]",Bfsp1,Mus musculus (Mouse),669,cell cortex [GO:0005938]; cytoplasm [GO:0005737]; intermediate filament [GO:0005882]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19029034}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q06002}; Cytoplasmic side {ECO:0000250|UniProtKB:Q06002}. Cytoplasm {ECO:0000269|PubMed:19029034, ECO:0000269|PubMed:27559293}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q06002}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q06002}.",73669,"FUNCTION: Required for the correct formation of lens intermediate filaments as part of a complex composed of BFSP1, BFSP2 and CRYAA (PubMed:27559293). Involved in altering the calcium regulation of MIP water permeability (By similarity). {ECO:0000250|UniProtKB:Q12934, ECO:0000269|PubMed:27559293}.","TISSUE SPECIFICITY: Detected in eye lens fiber cells (at protein level) (PubMed:14985306, PubMed:19029034, PubMed:21745462). Expressed in retinal lens epithelial cells (at protein level) (PubMed:27559293). {ECO:0000269|PubMed:14985306, ECO:0000269|PubMed:19029034, ECO:0000269|PubMed:21745462, ECO:0000269|PubMed:27559293}.",cell maturation [GO:0048469]; intermediate filament organization [GO:0045109]; lens fiber cell development [GO:0070307],structural constituent of eye lens [GO:0005212],,
A2AN08,reviewed,UBR4_MOUSE,"E3 ubiquitin-protein ligase UBR4, EC 2.3.2.27 (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Zinc finger UBR1-type protein 1) (p600)",Ubr4 Kiaa0462 Zubr1,Mus musculus (Mouse),5180,centrosome [GO:0005813]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654],"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Nucleus {ECO:0000250}. Note=Concentrates at the leading edge of membrane structures involved in actin motility. {ECO:0000250}.",572290,"FUNCTION: E3 ubiquitin-protein ligase which is a component of the N-end rule pathway. Recognizes and binds to proteins bearing specific N-terminal residues that are destabilizing according to the N-end rule, leading to their ubiquitination and subsequent degradation. Together with clathrin, forms meshwork structures involved in membrane morphogenesis and cytoskeletal organization. Regulates integrin-mediated signaling. May play a role in activation of FAK in response to cell-matrix interactions. Mediates ubiquitination of ACLY, leading to its subsequent degradation. {ECO:0000269|PubMed:16055722}.",TISSUE SPECIFICITY: Widely expressed in adult and embryonic stages with highest levels in testis and brain. {ECO:0000269|PubMed:16055722}.,ubiquitin-dependent protein catabolic process [GO:0006511],calmodulin binding [GO:0005516]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270],,
A2APB8,reviewed,TPX2_MOUSE,Targeting protein for Xklp2,Tpx2,Mus musculus (Mouse),745,aster [GO:0005818]; axon hillock [GO:0043203]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; nuclear microtubule [GO:0005880]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9ULW0}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:27753540}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q9ULW0}. Note=During mitosis it is strictly associated with the spindle pole and with the mitotic spindle, whereas during S and G2, it is diffusely distributed throughout the nucleus. Is released from the nucleus in apoptotic cells and is detected on apoptotic microtubules. {ECO:0000250|UniProtKB:Q9ULW0}.",85894,"FUNCTION: Spindle assembly factor required for normal assembly of mitotic spindles. Required for normal assembly of microtubules during apoptosis. Required for chromatin and/or kinetochore dependent microtubule nucleation. Mediates AURKA localization to spindle microtubules. Activates AURKA by promoting its autophosphorylation at 'Thr-288' and protects this residue against dephosphorylation. TPX2 is inactivated upon binding to importin-alpha. At the onset of mitosis, GOLGA2 interacts with importin-alpha, liberating TPX2 from importin-alpha, allowing TPX2 to activates AURKA kinase and stimulates local microtubule nucleation. {ECO:0000250|UniProtKB:Q9ULW0, ECO:0000269|PubMed:18663142}.",,activation of protein kinase activity [GO:0032147]; apoptotic process [GO:0006915]; cell division [GO:0051301]; microtubule nucleation [GO:0007020]; mitotic spindle assembly [GO:0090307]; negative regulation of microtubule depolymerization [GO:0007026]; regulation of mitotic spindle organization [GO:0060236]; spindle assembly [GO:0051225],importin-alpha family protein binding [GO:0061676]; microtubule binding [GO:0008017]; protein kinase activator activity [GO:0030295]; protein kinase binding [GO:0019901],,
A2APC3,reviewed,TTLL9_MOUSE,"Probable tubulin polyglutamylase TTLL9, EC 6.3.2.- (Tubulin--tyrosine ligase-like protein 9)",Ttll9,Mus musculus (Mouse),461,ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; motile cilium [GO:0031514],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:17499049}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:17499049}. Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000305|PubMed:27257088}.",54107,"FUNCTION: Probable tubulin polyglutamylase that generates side chains of glutamate on the gamma-carboxyl group of specific glutamate residues within the C-terminal tail of target proteins (PubMed:27257088). Similar to TTLL1, may acquire enzymatic activity only in complex with other proteins as it is most likely lacking domains important for autonomous activity (Probable). Mediates tubulin polyglutamylation which induces establishment of microtubule heterogeneity in sperm flagella, thereby playing a role in normal motile flagella axoneme structure and sperm flagella beating pattern (PubMed:27257088). {ECO:0000269|PubMed:27257088, ECO:0000305|PubMed:17499049}.","TISSUE SPECIFICITY: Highly expressed in brain and testis (PubMed:17499049). Expressed in heart, kidney and lung (PubMed:17499049). In the brain, expressed in ependymal cilia, cortex, corpus callosum and striatum (PubMed:23897886). In the testis, specifically expressed in the seminiferous tubules (PubMed:27257088). {ECO:0000269|PubMed:17499049, ECO:0000269|PubMed:23897886, ECO:0000269|PubMed:27257088}.",flagellated sperm motility [GO:0030317]; microtubule cytoskeleton organization [GO:0000226]; protein polyglutamylation [GO:0018095],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; tubulin binding [GO:0015631]; tubulin-glutamic acid ligase activity [GO:0070740],,
A2AQ07,reviewed,TBB1_MOUSE,Tubulin beta-1 chain,Tubb1,Mus musculus (Mouse),451,cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.",50441,"FUNCTION: Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity). {ECO:0000250}.",,microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]; spindle assembly [GO:0051225],GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200],,
A2AUC9,reviewed,KLH41_MOUSE,Kelch-like protein 41 (Kelch repeat and BTB domain-containing protein 10),Klhl41 Kbtbd10,Mus musculus (Mouse),606,Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; M band [GO:0031430]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; pseudopodium [GO:0031143]; ruffle [GO:0001726]; sarcoplasmic reticulum membrane [GO:0033017],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18178185, ECO:0000269|PubMed:22562206}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:18178185}. Cell projection, pseudopodium {ECO:0000250|UniProtKB:Q9ER30}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q9ER30}. Cytoplasm, myofibril, sarcomere, M line {ECO:0000269|PubMed:22562206}. Sarcoplasmic reticulum membrane {ECO:0000269|PubMed:24268659}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:24268659}. Note=Predominantly cytoplasmic but can colocalize with F-actin at the membrane ruffle-like structures at the tips of transformation-specific pseudopodia.",68190,"FUNCTION: Involved in skeletal muscle development and differentiation. Regulates proliferation and differentiation of myoblasts and plays a role in myofibril assembly by promoting lateral fusion of adjacent thin fibrils into mature, wide myofibrils. Required for pseudopod elongation in transformed cells. {ECO:0000269|PubMed:18178185, ECO:0000269|PubMed:21368295, ECO:0000269|PubMed:22562206}.","TISSUE SPECIFICITY: Skeletal muscle. Localized between laterally fusing myofibrils in skeletal muscle (at protein level). Expressed at a lower level in the heart compared to skeletal muscle. {ECO:0000269|PubMed:18178185, ECO:0000269|PubMed:22562206}.",myofibril assembly [GO:0030239]; protein ubiquitination [GO:0016567]; pseudopodium assembly [GO:0031269]; regulation of myoblast differentiation [GO:0045661]; regulation of myoblast proliferation [GO:2000291]; regulation of skeletal muscle cell differentiation [GO:2001014]; sarcomere organization [GO:0045214]; skeletal muscle cell differentiation [GO:0035914]; skeletal muscle fiber development [GO:0048741],,,
A2AUM9,reviewed,CE152_MOUSE,"Centrosomal protein of 152 kDa, Cep152",Cep152 Kiaa0912,Mus musculus (Mouse),1736,centriole [GO:0005814]; centrosome [GO:0005813]; deuterosome [GO:0098536]; nucleoplasm [GO:0005654]; pericentriolar material [GO:0000242]; procentriole [GO:0120098]; procentriole replication complex [GO:0120099],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:O94986}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:O94986}. Note=Colocalizes with CDK5RAP2, WDR62 and CEP63 in a discrete ring around the proximal end of the parental centriole (By similarity). At this site, a cohesive structure is predicted to engage parental centrioles and procentrioles (By similarity). Localizes to the deuterosome (PubMed:24240477). Localizes to pericentriolar material (PCM) (By similarity). {ECO:0000250|UniProtKB:O94986, ECO:0000269|PubMed:24240477}.",196534,"FUNCTION: Necessary for centrosome duplication; the function seems also to involve CEP63, CDK5RAP2 and WDR62 through a stepwise assembled complex at the centrosome that recruits CDK2 required for centriole duplication (By similarity). Acts as a molecular scaffold facilitating the interaction of PLK4 and CENPJ, 2 molecules involved in centriole formation (By similarity). Proposed to snatch PLK4 away from PLK4:CEP92 complexes in early G1 daughter centriole and to reposition PLK4 at the outer boundary of a newly forming CEP152 ring structure (By similarity). Also plays a key role in deuterosome-mediated centriole amplification in multiciliated that can generate more than 100 centrioles (PubMed:24240477). Overexpression of cep152 can drive amplification of centrioles. {ECO:0000250|UniProtKB:O94986, ECO:0000250|UniProtKB:Q498G2, ECO:0000269|PubMed:24240477}.",,cell projection organization [GO:0030030]; centriole replication [GO:0007099]; centrosome duplication [GO:0051298]; de novo centriole assembly involved in multi-ciliated epithelial cell differentiation [GO:0098535],protein kinase binding [GO:0019901],,
A2CG49,reviewed,KALRN_MOUSE,"Kalirin, EC 2.7.11.1 (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)",Kalrn,Mus musculus (Mouse),2964,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; glutamatergic synapse [GO:0098978]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; postsynaptic density [GO:0014069]; presynapse [GO:0098793],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:O60229, ECO:0000250|UniProtKB:P97924}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:O60229, ECO:0000250|UniProtKB:P97924}.",337000,"FUNCTION: Promotes the exchange of GDP by GTP. Activates specific Rho GTPase family members, thereby inducing various signaling mechanisms that regulate neuronal shape, growth, and plasticity, through their effects on the actin cytoskeleton. Induces lamellipodia independent of its GEF activity (By similarity). {ECO:0000250|UniProtKB:P97924}.",,adult locomotory behavior [GO:0008344]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; central nervous system development [GO:0007417]; habituation [GO:0046959]; intracellular signal transduction [GO:0035556]; lactation [GO:0007595]; maternal behavior [GO:0042711]; maternal process involved in parturition [GO:0060137]; memory [GO:0007613]; modification of postsynaptic actin cytoskeleton [GO:0098885]; negative regulation of growth hormone secretion [GO:0060125]; nervous system development [GO:0007399]; neuromuscular junction development [GO:0007528]; neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0099645]; NMDA selective glutamate receptor signaling pathway [GO:0098989]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of GTPase activity [GO:0043547]; protein phosphorylation [GO:0006468]; regulation of dendrite development [GO:0050773]; regulation of modification of postsynaptic actin cytoskeleton [GO:1905274]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; social behavior [GO:0035176],ATP binding [GO:0005524]; enzyme binding [GO:0019899]; guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],,
A3KGV1,reviewed,ODFP2_MOUSE,Outer dense fiber protein 2 (84 kDa outer dense fiber protein) (Cenexin) (Outer dense fiber of sperm tails protein 2),Odf2 Odf84,Mus musculus (Mouse),830,centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary transition fiber [GO:0097539]; cilium [GO:0005929]; cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; microtubule [GO:0005874]; outer dense fiber [GO:0001520]; sperm flagellum [GO:0036126]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:15852003, ECO:0000269|PubMed:23386061, ECO:0000269|PubMed:31904090}. Cell projection, cilium {ECO:0000269|PubMed:15852003}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:15852003}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:15852003}. Cell projection, cilium, flagellum {ECO:0000269|PubMed:27682589, ECO:0000269|PubMed:31904090}. Note=Localized at the microtubule organizing centers in interphase and spindle poles in mitosis. Localized at the distal/subdistal appendages of mother centrioles. {ECO:0000269|PubMed:15852003}.",95541,"FUNCTION: Seems to be a major component of sperm tail outer dense fibers (ODF). ODFs are filamentous structures located on the outside of the axoneme in the midpiece and principal piece of the mammalian sperm tail and may help to maintain the passive elastic structures and elastic recoil of the sperm tail. May have a modulating influence on sperm motility. Functions as a general scaffold protein that is specifically localized at the distal/subdistal appendages of mother centrioles. Component of the centrosome matrix required for the localization of PLK1 and NIN to the centrosomes. Required for the formation and/or maintenance of normal CETN1 assembly (By similarity). {ECO:0000250, ECO:0000269|PubMed:15852003}.","TISSUE SPECIFICITY: Testis-specific (at protein level) (PubMed:9045620, PubMed:27682589, PubMed:31904090). Expressed in spermatids at tubular stage V of the spermatogenic cycle (PubMed:9740324). Highly expressed in the cytoplasm of elongating spermatids (tubular stages X/XI) (PubMed:9740324). In step 14/15 spermatids of tubular stage III/IV low expression detected (PubMed:9740324). No expression detected in other testicular cells as well as the early round of spermatids (PubMed:9740324). {ECO:0000269|PubMed:27682589, ECO:0000269|PubMed:31904090, ECO:0000269|PubMed:9045620, ECO:0000269|PubMed:9740324}.",centriole-centriole cohesion [GO:0010457]; cilium organization [GO:0044782]; protein localization [GO:0008104]; regulation of cilium assembly [GO:1902017]; spermatid development [GO:0007286],small GTPase binding [GO:0031267]; structural constituent of cytoskeleton [GO:0005200],,
