User Input	Mapped Gene Symbol	Num of Expt. (found/total)	Ave SC	Max SC
Q9H0C8	ILKAP	32 / 716	1.7	16
O75385	ULK1	 / 716	0	
Q7L8L6	FASTKD5	14 / 716	1.1	3
Q14831	GRM7	 / 716	0	
A0A0A0MS14	IGHV1-45	43 / 716	2.8	9
P37023	ACVRL1	 / 716	0	
P19474	TRIM21	248 / 716	22.7	465
P57078	RIPK4	 / 716	0	
Q14957	GRIN2C	 / 716	0	
O00453	LST1	 / 716	0	
Q9BZC7	ABCA2	1 / 716	1	1
Q6MZM0	HEPHL1	1 / 716	1	1
P61009	SPCS3	20 / 716	1.2	2
Q15036	SNX17	6 / 716	1	1
Q6NZ67	MZT2B	15 / 716	1	1
Q86YL5	TDRP	4 / 716	6.3	18
Q9BTX7	TTPAL	 / 716	0	
Q96BN6	FAM149B1	 / 716	0	
O75197	LRP5	2 / 716	1	1
Q9NU39	FOXD4L1	3 / 716	1	1
Q53FT3	HIKESHI	1 / 716	1	1
O60238	BNIP3L	 / 716	0	
Q8NA58	PNLDC1	 / 716	0	
Q9Y2M5	KLHL20	8 / 716	2.6	11
Q9P299	COPZ2	1 / 716	1	1
Q9H1Y3	OPN3	 / 716	0	
P41567	EIF1	93 / 716	2.3	10
Q9UL51	HCN2	 / 716	0	
Q9Y6X5	ENPP4	 / 716	0	
Q6ZVX7	NCCRP1	21 / 716	1.9	5
A0A1B0GVZ9	TMEM269	 / 716	0	
Q96IY4	CPB2	1 / 716	3	3
O43889	CREB3	 / 716	0	
P22626	HNRNPA2B1	536 / 716	16.8	102
P51116	FXR2	139 / 716	3.7	47
O95260	ATE1	1 / 716	1	1
Q4L235	AASDH	1 / 716	1	1
Q96NT0	CCDC115	1 / 716	3	3
P78552	IL13RA1	 / 716	0	
P03950	ANG	 / 716	0	
P51684	CCR6	 / 716	0	
Q8NAG6	ANKLE1	 / 716	0	
Q14767	LTBP2	 / 716	0	
Q9BPY3	FAM118B	 / 716	0	
Q5T3J3	LRIF1	19 / 716	3.1	9
Q96Q83	ALKBH3	 / 716	0	
Q7Z4H8	KDELC2	26 / 716	2.4	7
Q96LU7	MYRFL	 / 716	0	
Q6UDR6	SPINT4	 / 716	0	
Q9Y6N9	USH1C	1 / 716	1	1
Q6P387	C16ORF46	1 / 716	1	1
Q14508	WFDC2	 / 716	0	
Q8WU76	SCFD2	2 / 716	1	1
Q8NFF5	FLAD1	13 / 716	1.2	2
P14174	MIF	211 / 716	4.1	141
Q9Y334	VWA7	 / 716	0	
Q8N142	ADSSL1	6 / 716	1.2	2
O60294	LCMT2	24 / 716	1.1	2
P25800	LMO1	 / 716	0	
P07900	HSP90AA1	565 / 716	33.7	343
Q96J02	ITCH	7 / 716	2.3	7
F7VJQ1	PRNP	1 / 716	1	1
Q8N423	LILRB2	 / 716	0	
Q6XZF7	DNMBP	36 / 716	2.2	15
Q9Y399	MRPS2	65 / 716	2.3	13
Q05D60	DEUP1	 / 716	0	
Q92979	EMG1	84 / 716	2.5	10
O43903	GAS2	1 / 716	1	1
Q14938	NFIX	52 / 716	2.3	15
Q9H0W9	C11ORF54	1 / 716	1	1
O00291	HIP1	2 / 716	1	1
Q96B26	EXOSC8	93 / 716	1.8	5
Q8TE54	SLC26A7	 / 716	0	
P54277	PMS1	70 / 716	3.2	23
P04733	MT1F	12 / 716	1.1	2
Q8WWM7	ATXN2L	305 / 716	17.3	103
Q96EK7	FAM120B	9 / 716	1.1	2
Q8TBY8	PMFBP1	4 / 716	1	1
Q53H47	SETMAR	5 / 716	2	5
Q1MX18	INSC	 / 716	0	
O43309	ZSCAN12	18 / 716	1.1	2
Q9UNA3	A4GNT	 / 716	0	
P04201	MAS1	 / 716	0	
Q6VN20	RANBP10	16 / 716	1.5	6
Q5T5N4	C6ORF118	 / 716	0	
Q4KMZ1	IQCC	 / 716	0	
P43304	GPD2	47 / 716	2.4	17
P19835	CEL	 / 716	0	
P08572	COL4A2	3 / 716	1.3	2
Q8IVD9	NUDCD3	21 / 716	1.3	3
O60346	PHLPP1	 / 716	0	
P46939	UTRN	83 / 716	25.4	234
O14894	TM4SF5	 / 716	0	
P49335	POU3F4	 / 716	0	
Q8NCV1	ADAD2	 / 716	0	
P52179	MYOM1	2 / 716	1	1
Q9BX84	TRPM6	1 / 716	1	1
O75394	MRPL33	27 / 716	1.8	6
A0A0G2JMD5	PRAMEF33	 / 716	0	
Q49AA0	ZFP69	2 / 716	1.5	2
P16410	CTLA4	 / 716	0	
Q5JRX3	PITRM1	63 / 716	4	14
P10600	TGFB3	 / 716	0	
P46091	GPR1	2 / 716	1	1
Q13188	STK3	29 / 716	1.1	2
Q96RS6	NUDCD1	7 / 716	1.4	3
Q9Y3S1	WNK2	26 / 716	1.1	2
Q9UH77	KLHL3	1 / 716	1	1
Q96RE9	ZNF300	14 / 716	1.1	2
P52565	ARHGDIA	98 / 716	3.4	12
Q03395	ROM1	 / 716	0	
Q5SV97	PERM1	 / 716	0	
Q07912	TNK2	1 / 716	1	1
O60508	CDC40	31 / 716	6.3	20
Q9UIC8	LCMT1	7 / 716	5.4	31
Q96L96	ALPK3	 / 716	0	
Q96CM8	ACSF2	1 / 716	2	2
Q5GLZ8	HERC4	8 / 716	2	4
Q9HAC7	SUGCT	 / 716	0	
P24539	ATP5F1	115 / 716	2.1	8
P50150	GNG4	1 / 716	1	1
A6NIM6	SLC15A5	 / 716	0	
Q9NR46	SH3GLB2	27 / 716	7.4	28
Q16772	GSTA3	1 / 716	1	1
Q5VV16	FOXD4L5	 / 716	0	
P57740	NUP107	135 / 716	2.4	16
Q96HR3	MED30	 / 716	0	
P35754	GLRX	21 / 716	1.9	6
O95390	GDF11	 / 716	0	
Q9BT67	NDFIP1	2 / 716	1.5	2
Q16280	CNGA2	 / 716	0	
Q02363	ID2	 / 716	0	
Q96LY2	CCDC74B	1 / 716	1	1
Q9BYB4	GNB1L	35 / 716	2.1	7
P10321	HLA-C	118 / 716	2.1	11
P43629	KIR3DL1	1 / 716	1	1
Q9HCX4	TRPC7	 / 716	0	
C9JN71	ZNF878	4 / 716	1	1
O95235	KIF20A	15 / 716	2.7	14
C9J3V5	TEX22	 / 716	0	
P13584	CYP4B1	 / 716	0	
O95185	UNC5C	 / 716	0	
Q9NQE9	HINT3	6 / 716	1.2	2
Q05923	DUSP2	1 / 716	1	1
C9JLW8	MCRIP1	106 / 716	2.7	10
Q96DV4	MRPL38	34 / 716	1.7	5
Q8N9Y4	FAM181A	 / 716	0	
Q15007	WTAP	77 / 716	2.3	17
P17535	JUND	9 / 716	2.2	10
Q5VXH4	PRAMEF6	 / 716	0	
Q86UQ4	ABCA13	6 / 716	1	1
Q02413	DSG1	116 / 716	8.6	52
Q9NVC3	SLC38A7	 / 716	0	
Q9BXB5	OSBPL10	20 / 716	1.8	3
Q8WXS4	TMEM37	 / 716	0	
Q711Q0	C10ORF71	 / 716	0	
A0A0B4J275	TRAV17	 / 716	0	
Q86UU0	BCL9L	5 / 716	1.6	3
P0CG48	UBC	457 / 716	5.5	84
P49715	CEBPA	 / 716	0	
Q9HB14	KCNK13	 / 716	0	
Q6IA17	SIGIRR	 / 716	0	
Q9NX76	CMTM6	1 / 716	1	1
Q9HCP6	HHATL	2 / 716	1	1
O15427	SLC16A3	17 / 716	1.9	5
P51808	DYNLT3	17 / 716	1.2	2
Q8N5M9	JAGN1	12 / 716	1.3	2
Q99424	ACOX2	1 / 716	1	1
O95163	IKBKAP	67 / 716	2	15
Q99471	PFDN5	83 / 716	2	9
P79522	PRR3	30 / 716	3	11
Q9BZD6	PRRG4	 / 716	0	
Q7Z3H4	SAMD7	 / 716	0	
Q9BT25	HAUS8	50 / 716	2.3	10
Q9Y4G6	TLN2	88 / 716	3.5	22
O75339	CILP	1 / 716	1	1
O94772	LY6H	 / 716	0	
A0A5B6	TCRBV3S1	 / 716	0	
Q9NPF2	CHST11	3 / 716	1	1
O95393	BMP10	 / 716	0	
P54756	EPHA5	21 / 716	1	2
Q9H069	DRC3	1 / 716	1	1
P21941	MATN1	 / 716	0	
P0C0S5	H2AFZ	491 / 716	6.1	144
B1ANY3	FAM220BP	 / 716	0	
Q96PE3	INPP4A	3 / 716	1	1
Q8WTW4	NPRL2	 / 716	0	
Q8NHL6	LILRB1	 / 716	0	
Q5GH70	XKR9	 / 716	0	
P52907	CAPZA1	318 / 716	4.6	36
Q9HBV2	SPACA1	 / 716	0	
Q8N9B4	ANKRD42	1 / 716	1	1
A0A0C4DH30	IGHV3-16	 / 716	0	
Q86VR8	FJX1	 / 716	0	
Q6F5E8	CARMIL2	3 / 716	1	1
P0DPH7	Invalid identifier / gene not available			
P25103	TACR1	 / 716	0	
P05109	S100A8	79 / 716	2.7	16
Q16626	MEA1	51 / 716	1.8	4
Q8WWX8	SLC5A11	1 / 716	1	1
Q99728	BARD1	4 / 716	1	1
Q16739	UGCG	 / 716	0	
A0A075B6R2	IGHV4-4	 / 716	0	
Q6UWT4	C5ORF46	 / 716	0	
O15374	SLC16A4	 / 716	0	
Q6PIF6	MYO7B	1 / 716	2	2
A6NFT4	CFAP73	3 / 716	1	1
Q9Y691	KCNMB2	 / 716	0	
Q8N490	PNKD	29 / 716	1.6	3
Q9H6Y2	WDR55	1 / 716	1	1
O95461	LARGE1	 / 716	0	
O15037	KHNYN	 / 716	0	
Q96SE7	ZNF347	22 / 716	1.6	3
O95777	LSM8	102 / 716	2.4	10
Q8WZ64	ARAP2	 / 716	0	
Q96S42	NODAL	 / 716	0	
Q86WT1	TTC30A	 / 716	0	
Q9HCZ1	ZNF334	 / 716	0	
Q9GZU5	NYX	1 / 716	1	1
P22736	NR4A1	 / 716	0	
Q7Z3B4	NUP54	33 / 716	1.5	7
Q96G25	MED8	9 / 716	1.2	2
Q96QS1	TSPAN32	 / 716	0	
O75112	LDB3	1 / 716	1	1
O75146	HIP1R	10 / 716	1	1
O95801	TTC4	3 / 716	1	1
Q06547	GABPB1	 / 716	0	
Q92616	GCN1	246 / 716	27.8	149
Q8TBF8	FAM81A	 / 716	0	
P47887	OR1E2	 / 716	0	
Q86W56	PARG	47 / 716	1.6	4
O95848	NUDT14	 / 716	0	
P04196	HRG	15 / 716	1.7	4
Q9ULL8	SHROOM4	2 / 716	1	1
Q504U0	C4ORF46	 / 716	0	
D6RIA3	LOC285556	4 / 716	1.3	2
O60308	CEP104	6 / 716	1.2	2
Q15013	MAD2L1BP	 / 716	0	
P51795	CLCN5	 / 716	0	
Q9UNK9	ANGEL1	 / 716	0	
Q6ZS30	NBEAL1	 / 716	0	
Q13428	TCOF1	332 / 716	28.4	282
Q9NX61	TMEM161A	 / 716	0	
Q16656	NRF1	1 / 716	1	1
Q9BT22	ALG1	2 / 716	1	1
Q92771	DDX12P	3 / 716	1	1
P0DP08	IGHV4-38-2	 / 716	0	
Q9P2R7	SUCLA2	34 / 716	3.5	10
Q9UJX4	ANAPC5	22 / 716	1.9	7
Q86Y38	XYLT1	 / 716	0	
P0DUD3	Invalid identifier / gene not available			
Q8NHR7	TERB2	 / 716	0	
Q2I0M4	LRRC26	 / 716	0	
P07998	RNASE1	 / 716	0	
O75554	WBP4	17 / 716	1.5	4
O75531	BANF1	128 / 716	3.6	14
Q9H8X9	ZDHHC11	 / 716	0	
Q9HDB5	NRXN3	 / 716	0	
P01374	LTA	 / 716	0	
Q9NP85	NPHS2	 / 716	0	
Q9NXU5	ARL15	 / 716	0	
Q9Y337	KLK5	 / 716	0	
Q92902	HPS1	 / 716	0	
Q86Y46	KRT73	231 / 716	3.3	33
Q8NDY8	TMEM52	 / 716	0	
Q6Y7W6	GIGYF2	156 / 716	26.2	91
Q99732	LITAF	 / 716	0	
P28325	CST5	 / 716	0	
Q7L1V2	MON1B	 / 716	0	
Q5JTC6	AMER1	8 / 716	1.3	2
Q09666	AHNAK	212 / 716	206	3211
O96014	WNT11	 / 716	0	
O95411	TIAF1	 / 716	0	
Q5BKX5	C19ORF54	5 / 716	1	1
Q5VWK5	IL23R	 / 716	0	
Q6UWL2	SUSD1	 / 716	0	
P55089	UCN	 / 716	0	
Q9Y473	ZNF175	12 / 716	1	1
O43303	CCP110	19 / 716	1.1	2
Q96F86	EDC3	52 / 716	1.2	5
Q9UBZ9	REV1	1 / 716	1	1
Q9H497	TOR3A	 / 716	0	
Q9Y2T1	AXIN2	 / 716	0	
O95665	NTSR2	 / 716	0	
Q15750	TAB1	64 / 716	4.9	54
Q96EV8	DTNBP1	1 / 716	1	1
P14550	AKR1A1	50 / 716	4.1	119
P07359	GP1BA	 / 716	0	
P11308	ERG	 / 716	0	
O43739	CYTH3	 / 716	0	
P0DTU3	Invalid identifier / gene not available			
Q8TDP1	RNASEH2C	11 / 716	1.3	2
P20839	IMPDH1	32 / 716	1.2	3
P55273	CDKN2D	 / 716	0	
Q0PNE2	ELP6	46 / 716	2.7	9
Q92527	ANKRD7	 / 716	0	
Q6ZP01	RBM44	 / 716	0	
P29373	CRABP2	7 / 716	2	6
Q05215	EGR4	 / 716	0	
Q8N1K5	THEMIS	1 / 716	1	1
Q9ULG6	CCPG1	 / 716	0	
P20226	TBP	16 / 716	1.7	3
Q8WVS4	WDR60	3 / 716	1	1
Q9NPC8	SIX2	 / 716	0	
P29401	TKT	168 / 716	7.5	66
Q96P66	GPR101	 / 716	0	
P0DMS8	ADORA3	 / 716	0	
Q8IVK1	GLYCAM1	 / 716	0	
Q8N4T8	CBR4	 / 716	0	
Q96H12	MSANTD3	 / 716	0	
Q8NH80	OR10D3	 / 716	0	
P22459	KCNA4	1 / 716	2	2
Q15717	ELAVL1	322 / 716	4.9	26
Q9UBN4	TRPC4	 / 716	0	
Q9UL18	AGO1	77 / 716	6.6	39
P56373	P2RX3	 / 716	0	
Q6PEX3	KRTAP26-1	 / 716	0	
Q8IY84	NIM1K	 / 716	0	
A6NG13	MGAT4D	 / 716	0	
Q14671	PUM1	64 / 716	1.9	8
Q58HT5	AWAT1	 / 716	0	
O95502	NPTXR	 / 716	0	
P59190	RAB15	161 / 716	2.3	11
Q6TCH4	PAQR6	 / 716	0	
Q96A59	MARVELD3	 / 716	0	
P09104	ENO2	338 / 716	4	26
Q8TC59	PIWIL2	3 / 716	1	1
Q8IXB3	TUSC5	 / 716	0	
P17029	ZKSCAN1	2 / 716	1.5	2
Q8TE23	TAS1R2	 / 716	0	
Q9H3S3	TMPRSS5	1 / 716	15	15
Q629K1	TRIQK	 / 716	0	
P17022	ZNF18	22 / 716	1.1	2
Q96JJ3	ELMO2	20 / 716	7.3	30
A5PLN9	TRAPPC13	1 / 716	1	1
P10515	DLAT	137 / 716	5.2	23
P20718	GZMH	 / 716	0	
Q96NX9	DACH2	21 / 716	1.4	3
Q8IYD9	LAS2	 / 716	0	
Q9Y5I7	CLDN16	 / 716	0	
Q96MA1	DMRTB1	 / 716	0	
Q9Y3D3	MRPS16	26 / 716	1.5	4
P19878	NCF2	2 / 716	9.5	16
Q8IWV7	UBR1	2 / 716	1	1
Q12772	SREBF2	 / 716	0	
Q8NCR9	CLRN3	 / 716	0	
Q8NFR3	SPTSSB	 / 716	0	
Q8N8U2	CDYL2	1 / 716	1	1
Q9UQ53	MGAT4B	 / 716	0	
Q5T280	SPOUT1	16 / 716	2.6	6
Q9NUN5	LMBRD1	 / 716	0	
Q9NPA1	KCNMB3	 / 716	0	
Q96MR9	ZNF560	12 / 716	1	1
Q96SA4	SERINC2	 / 716	0	
P98066	TNFAIP6	 / 716	0	
Q9UHN6	TMEM2	1 / 716	1	1
Q07617	SPAG1	2 / 716	1	1
Q86WT6	TRIM69	 / 716	0	
Q9Y4L1	HYOU1	129 / 716	5.2	47
P0C870	JMJD7	 / 716	0	
P17538	CTRB1	 / 716	0	
Q9UKK6	NXT1	1 / 716	1	1
P0DJ07	PET100	1 / 716	1	1
P04003	C4BPA	2 / 716	1	1
Q8NFJ8	BHLHE22	1 / 716	1	1
Q8NBZ0	INO80E	1 / 716	1	1
Q9Y4E6	WDR7	6 / 716	1.2	2
P17024	ZNF20	 / 716	0	
Q7LGA3	HS2ST1	3 / 716	1	1
P51398	DAP3	96 / 716	3.1	14
Q15366	PCBP2	475 / 716	8	55
O75503	CLN5	1 / 716	1	1
A0A0C4DH28	TRGV4	 / 716	0	
P43362	MAGEA9	1 / 716	46	46
Q9UHL9	GTF2IRD1	 / 716	0	
Q9NYF5	FAM13B	 / 716	0	
Q8N720	ZNF655	4 / 716	1	1
Q96JJ6	JPH4	 / 716	0	
Q9H9E3	COG4	2 / 716	1	1
O95150	TNFSF15	 / 716	0	
Q8TA94	ZNF563	1 / 716	1	1
P01730	CD4	2 / 716	1.5	2
Q8WXD5	GEMIN6	26 / 716	1.2	2
Q9NZC9	SMARCAL1	4 / 716	1.5	2
O75164	KDM4A	1 / 716	1	1
Q8N6S4	ANKRD13C	3 / 716	1.3	2
Q68D10	SPTY2D1	6 / 716	1.3	3
A8MWL7	TMEM14DP	 / 716	0	
P49757	NUMB	42 / 716	2	7
Q5VTU8	ATP5EP2	39 / 716	1.4	2
O95210	STBD1	16 / 716	1.7	5
Q7L0X2	ERICH6	 / 716	0	
P10144	GZMB	 / 716	0	
B2RNN3	C1QTNF9B	 / 716	0	
P07203	GPX1	68 / 716	1.9	11
Q9HBM1	SPC25	5 / 716	1	1
Q16559	TAL2	 / 716	0	
Q86U86	PBRM1	49 / 716	3	11
P06241	FYN	175 / 716	1.5	8
Q9UN70	PCDHGC3	 / 716	0	
Q9P2G1	ANKIB1	 / 716	0	
Q86SQ9	DHDDS	1 / 716	1	1
Q13361	MFAP5	 / 716	0	
Q8IXK2	GALNT12	 / 716	0	
P29474	NOS3	2 / 716	1	1
Q16842	ST3GAL2	 / 716	0	
Q8NG31	KNL1	95 / 716	12.6	61
Q7Z5A4	PRSS42	 / 716	0	
Q9Y3S2	ZNF330	 / 716	0	
Q70JA7	CHSY3	 / 716	0	
Q9NZH0	GPRC5B	 / 716	0	
Q9NUJ3	TCP11L1	1 / 716	1	1
O60840	CACNA1F	 / 716	0	
Q70IA8	MOB3C	1 / 716	1	1
O75891	ALDH1L1	6 / 716	2.2	7
Q8NDV1	ST6GALNAC3	1 / 716	1	1
P20849	COL9A1	1 / 716	2	2
P52746	ZNF142	 / 716	0	
P28482	MAPK1	47 / 716	1.7	4
B4DYI2	SPATA31C2	 / 716	0	
Q96SM3	CPXM1	 / 716	0	
O43815	STRN	38 / 716	1.4	4
Q9Y5J6	TIMM10B	1 / 716	1	1
P34947	GRK5	 / 716	0	
Q5HYR2	DMRTC1B	 / 716	0	
Q7Z340	ZNF551	 / 716	0	
Q14376	GALE	 / 716	0	
P50226	SULT1A2	66 / 716	1.9	8
Q9HB21	PLEKHA1	32 / 716	1.8	5
P61020	RAB5B	103 / 716	1.9	6
Q9BUK0	CHCHD7	 / 716	0	
Q96M98	PACRG	 / 716	0	
O14531	DPYSL4	60 / 716	4.1	20
Q63ZY6	NSUN5P2	5 / 716	1.4	2
Q9BSQ5	CCM2	1 / 716	1	1
Q8WUF8	FAM172A	1 / 716	1	1
Q8IWV8	UBR2	6 / 716	2	6
Q9BT43	POLR3GL	 / 716	0	
P13498	CYBA	3 / 716	1.3	2
Q96E39	RBMXL1	356 / 716	5.3	55
Q9NTW7	ZFP64	 / 716	0	
O14773	TPP1	37 / 716	1.6	4
Q8NCC3	PLA2G15	 / 716	0	
Q9H4B8	DPEP3	 / 716	0	
P25774	CTSS	 / 716	0	
P67870	CSNK2B	84 / 716	1.7	5
Q9H9S0	NANOG	 / 716	0	
Q9Y320	TMX2	 / 716	0	
Q96A46	SLC25A28	2 / 716	1	1
O76024	WFS1	1 / 716	2	2
E9PQ53	NDUFC2-KCTD14	10 / 716	1.5	3
Q9Y2U5	MAP3K2	 / 716	0	
Q9H6J7	C11ORF49	94 / 716	4.7	12
Q9UFP1	FAM198A	 / 716	0	
Q96EE4	CCDC126	 / 716	0	
Q9ULJ3	ZBTB21	95 / 716	3.5	10
Q9Y6Q3	ZFP37	1 / 716	1	1
Q8N2F6	ARMC10	5 / 716	1.4	2
P23942	PRPH2	 / 716	0	
Q96NY8	NECTIN4	 / 716	0	
A1A519	FAM170A	 / 716	0	
Q9BW04	SARG	 / 716	0	
A6NH57	ARL5C	 / 716	0	
Q5T2E6	C10ORF76	2 / 716	1	1
Q96JH8	RADIL	9 / 716	4	18
Q9BVI0	PHF20	 / 716	0	
P14653	HOXB1	 / 716	0	
O75602	SPAG6	 / 716	0	
P47874	OMP	 / 716	0	
Q6IQ32	ADNP2	3 / 716	1	1
P60410	KRTAP10-8	 / 716	0	
Q9H5N1	RABEP2	 / 716	0	
Q96SL4	GPX7	1 / 716	1	1
P50416	CPT1A	9 / 716	1	1
Q86UG4	SLCO6A1	 / 716	0	
A8MU46	SMTNL1	 / 716	0	
Q8IV56	PRR15	 / 716	0	
Q9H008	LHPP	1 / 716	1	1
O60229	KALRN	3 / 716	1.3	2
P04920	SLC4A2	 / 716	0	
A2RUT3	TMEM89	 / 716	0	
Q8N6M5	ALLC	 / 716	0	
Q8N6F7	GCSAM	 / 716	0	
Q8NFV4	ABHD11	9 / 716	1.6	3
Q14320	FAM50A	97 / 716	2.2	13
Q7Z794	KRT77	592 / 716	5.5	153
Q3SXY8	ARL13B	 / 716	0	
Q8WUN7	UBTD2	5 / 716	1	1
Q9GZV4	EIF5A2	314 / 716	3	15
Q92784	DPF3	 / 716	0	
Q8TD22	SFXN5	 / 716	0	
Q8TDU6	GPBAR1	 / 716	0	
Q8N0U8	VKORC1L1	1 / 716	1	1
P10243	MYBL1	 / 716	0	
Q7RTN6	STRADA	 / 716	0	
Q9HAK2	EBF2	 / 716	0	
Q96PU4	UHRF2	5 / 716	1	1
Q9Y662	HS3ST3B1	 / 716	0	
Q9HAQ2	KIF9	 / 716	0	
A1L170	C1ORF226	7 / 716	2	3
Q04760	GLO1	130 / 716	4.5	26
Q9NP90	RAB9B	14 / 716	1.3	3
A6NIE9	PRSS29P	 / 716	0	
P15924	DSP	328 / 716	14	201
A6NGA9	TMEM202	 / 716	0	
Q9BZW5	TM6SF1	 / 716	0	
Q9UHB7	AFF4	99 / 716	4.4	30
Q9UJX6	ANAPC2	2 / 716	1	1
Q8IVB5	LIX1L	 / 716	0	
Q15431	SYCP1	1 / 716	1	1
A6NGH7	CCDC160	 / 716	0	
Q9H6V9	LDAH	 / 716	0	
Q01968	OCRL	21 / 716	1.3	4
O95619	YEATS4	10 / 716	1.5	4
P42658	DPP6	1 / 716	1	1
Q8WXH4	ASB11	2 / 716	1	1
Q8N3C0	ASCC3	93 / 716	7.6	35
Q9BTT0	ANP32E	112 / 716	2.2	9
Q9BQ15	NABP2	4 / 716	1	1
P40259	CD79B	1 / 716	1	1
Q9UHQ1	NARF	3 / 716	1	1
Q9H813	TMEM206	 / 716	0	
Q2WGJ6	KLHL38	 / 716	0	
Q9BXX0	EMILIN2	 / 716	0	
Q96PS1	FANCD2OS	 / 716	0	
P02763	ORM1	1 / 716	1	1
P20248	CCNA2	2 / 716	1.5	2
Q5FWF7	FBXO48	 / 716	0	
Q9BY78	RNF26	1 / 716	1	1
Q9C0C9	UBE2O	127 / 716	7	25
Q9BY77	POLDIP3	247 / 716	4.5	30
Q86VN1	VPS36	 / 716	0	
Q8IY50	SLC35F3	 / 716	0	
Q13905	RAPGEF1	 / 716	0	
O14579	COPE	93 / 716	3.4	14
O43900	PRICKLE3	 / 716	0	
Q8NAN2	MIGA1	 / 716	0	
P15104	GLUL	58 / 716	1.6	6
Q06330	RBPJ	11 / 716	1.4	3
Q96L08	SUSD3	 / 716	0	
A0A0U1RRK4	LOC107984640	 / 716	0	
Q6YBV0	SLC36A4	 / 716	0	
Q9NRN9	METTL5	4 / 716	1	1
Q86X10	RALGAPB	12 / 716	1.3	2
P50120	RBP2	 / 716	0	
Q5TCQ9	MAGI3	1 / 716	1	1
Q6UW68	TMEM205	1 / 716	1	1
Q9Y241	HIGD1A	52 / 716	1.3	4
P04070	PROC	 / 716	0	
Q6ZMW3	EML6	4 / 716	1	1
Q8IWL2	SFTPA1	 / 716	0	
Q96PU5	NEDD4L	3 / 716	1	1
P60520	GABARAPL2	8 / 716	1.5	3
Q05925	EN1	3 / 716	1.3	2
P0DP73	DEFB130B	 / 716	0	
O00567	NOP56	208 / 716	5.8	50
Q5T0L3	SPATA46	 / 716	0	
O75390	CS	194 / 716	5.8	37
Q13316	DMP1	 / 716	0	
P33402	GUCY1A2	 / 716	0	
P06702	S100A9	116 / 716	3.4	13
Q8N109	KIR2DL5A	 / 716	0	
Q5T6X5	GPRC6A	 / 716	0	
Q6ZS17	RIPOR1	1 / 716	1	1
Q96DR7	ARHGEF26	 / 716	0	
Q92831	KAT2B	2 / 716	1	1
Q9Y5G9	PCDHGA4	 / 716	0	
Q9UM11	FZR1	 / 716	0	
Q6A163	KRT39	1 / 716	3	3
Q9BQ39	DDX50	344 / 716	4.3	24
Q9NRW7	VPS45	2 / 716	1	1
Q3SXM5	HSDL1	9 / 716	1.1	2
Q7Z3T8	ZFYVE16	72 / 716	5.5	15
O43159	RRP8	50 / 716	1.5	4
Q9BYR8	KRTAP3-1	4 / 716	1.8	3
P38432	COIL	143 / 716	4.4	34
Q9BTP7	FAAP24	 / 716	0	
Q9H2K0	MTIF3	3 / 716	1	1
O14753	OVOL1	 / 716	0	
Q5ST30	VARS2	5 / 716	1	1
Q9NWF4	SLC52A1	 / 716	0	
Q99558	MAP3K14	 / 716	0	
Q7Z624	CAMKMT	1 / 716	1	1
Q86SH2	ZAR1	 / 716	0	
Q32MQ0	ZNF750	 / 716	0	
P46777	RPL5	395 / 716	7.9	63
Q6T4P5	PLPPR3	 / 716	0	
Q9UID3	VPS51	44 / 716	1.3	3
Q99687	MEIS3	 / 716	0	
A6NDV4	TMEM8B	 / 716	0	
Q92896	GLG1	28 / 716	1.7	4
Q9Y2P8	RCL1	64 / 716	4.1	16
Q6P3R8	NEK5	20 / 716	1	1
Q8NF91	SYNE1	17 / 716	3.8	15
Q9UJP4	KLHL21	 / 716	0	
A0A075B6N1	TRBV19	 / 716	0	
Q6ZRQ5	MMS22L	4 / 716	1	1
Q6P1K2	PMF1	5 / 716	1	1
Q9UI40	SLC24A2	 / 716	0	
Q400G9	AMZ1	 / 716	0	
Q7L0R7	RNF44	1 / 716	2	2
Q8N7C0	LRRC52	 / 716	0	
P08575	PTPRC	1 / 716	1	1
Q9NXC2	GFOD1	1 / 716	6	6
Q6W3E5	GDPD4	 / 716	0	
O15409	FOXP2	 / 716	0	
O14569	CYB561D2	 / 716	0	
Q96AY2	EME1	7 / 716	1.7	4
Q96CW1	AP2M1	48 / 716	1.7	6
Q4G0U5	CFAP221	1 / 716	1	1
Q9NR28	DIABLO	96 / 716	3.6	18
Q9NYT6	ZNF226	12 / 716	1.3	3
P43366	MAGEB1	9 / 716	1.4	3
P62699	YPEL5	6 / 716	1	1
Q9NXG6	P4HTM	 / 716	0	
O95170	CDRT1	 / 716	0	
Q96KR6	FAM210B	 / 716	0	
Q8IUX8	EGFL6	 / 716	0	
A1E959	ODAM	 / 716	0	
B7Z1M9	C2CD4D	 / 716	0	
O14893	GEMIN2	31 / 716	1.7	3
Q86WU2	LDHD	 / 716	0	
Q7Z3D4	LYSMD3	 / 716	0	
Q86WV1	SKAP1	 / 716	0	
Q9P126	CLEC1B	 / 716	0	
P47710	CSN1S1	 / 716	0	
P32754	HPD	 / 716	0	
Q9BXK5	BCL2L13	4 / 716	1	1
P20815	CYP3A5	 / 716	0	
O75821	EIF3G	289 / 716	4.9	41
P35372	OPRM1	 / 716	0	
Q8IUC4	RHPN2	 / 716	0	
Q03591	CFHR1	 / 716	0	
Q969S8	HDAC10	3 / 716	1	1
Q9H7X7	IFT22	 / 716	0	
