Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Mass,Function [CC],Tissue specificity,Gene Ontology (biological process),Gene Ontology (molecular function),Signal peptide,Transit peptide
A8K0Z3,reviewed,WASH1_HUMAN,WASH complex subunit 1 (CXYorf1-like protein on chromosome 9) (Protein FAM39E) (WAS protein family homolog 1),WASHC1 FAM39E WASH1,Homo sapiens (Human),465,autophagosome [GO:0005776]; centriole [GO:0005814]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; late endosome [GO:0005770]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; WASH complex [GO:0071203],"SUBCELLULAR LOCATION: Early endosome membrane {ECO:0000269|PubMed:19922874}. Recycling endosome membrane {ECO:0000250|UniProtKB:Q8VDD8}. Late endosome {ECO:0000269|PubMed:22114305, ECO:0000269|PubMed:24344185}. Cytoplasmic vesicle, autophagosome {ECO:0000250|UniProtKB:Q8VDD8}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:Q8VDD8}. Note=Localization to the endosome membrane is mediated via its interaction with WASHC2 (PubMed:19922874). Localizes to MMP14-positive late endosomes and transiently to invadipodia (PubMed:24344185). Localized to Salmonella typhimurium entry sites (By similarity). {ECO:0000250|UniProtKB:Q8VDD8, ECO:0000269|PubMed:19922874, ECO:0000269|PubMed:24344185}.",50328,"FUNCTION: Acts as a component of the WASH core complex that functions as a nucleation-promoting factor (NPF) at the surface of endosomes, where it recruits and activates the Arp2/3 complex to induce actin polymerization, playing a key role in the fission of tubules that serve as transport intermediates during endosome sorting (PubMed:19922874, PubMed:19922875, PubMed:20498093, PubMed:23452853). Involved in endocytic trafficking of EGF (By similarity). Involved in transferrin receptor recycling. Regulates the trafficking of endosomal alpha5beta1 integrin to the plasma membrane and involved in invasive cell migration (PubMed:22114305). In T-cells involved in endosome-to-membrane recycling of receptors including T-cell receptor (TCR), CD28 and ITGAL; proposed to be implicated in T cell proliferation and effector function. In dendritic cells involved in endosome-to-membrane recycling of major histocompatibility complex (MHC) class II probably involving retromer and subsequently allowing antigen sampling, loading and presentation during T-cell activation (By similarity). Involved in Arp2/3 complex-dependent actin assembly driving Salmonella typhimurium invasion independent of ruffling. Involved in the exocytosis of MMP14 leading to matrix remodeling during invasive migration and implicating late endosome-to-plasma membrane tubular connections and cooperation with the exocyst complex (PubMed:24344185). Involved in negative regulation of autophagy independently from its role in endosomal sorting by inhibiting BECN1 ubiquitination to inactivate PIK3C3/Vps34 activity (By similarity). {ECO:0000250|UniProtKB:C4AMC7, ECO:0000250|UniProtKB:Q8VDD8, ECO:0000269|PubMed:19922874, ECO:0000269|PubMed:19922875, ECO:0000269|PubMed:20498093, ECO:0000269|PubMed:22114305, ECO:0000269|PubMed:23452853, ECO:0000305|PubMed:20498093}.",,"Arp2/3 complex-mediated actin nucleation [GO:0034314]; endocytic recycling [GO:0032456]; endosomal transport [GO:0016197]; exocytosis [GO:0006887]; extracellular matrix disassembly [GO:0022617]; negative regulation of autophagy [GO:0010507]; negative regulation of phosphatidylinositol 3-kinase activity [GO:0043553]; positive regulation of cell migration [GO:0030335]; positive regulation of pseudopodium assembly [GO:0031274]; protein transport [GO:0015031]; regulation of Arp2/3 complex-mediated actin nucleation [GO:0034315]; regulation of protein ubiquitination [GO:0031396]; retrograde transport, endosome to Golgi [GO:0042147]",actin binding [GO:0003779]; alpha-tubulin binding [GO:0043014]; gamma-tubulin binding [GO:0043015]; ubiquitin protein ligase binding [GO:0031625],,
A8K8P3,reviewed,SFI1_HUMAN,"Protein SFI1 homolog, hSFI1",SFI1 KIAA0542,Homo sapiens (Human),1242,centriole [GO:0005814]; cytosol [GO:0005829],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:14504268, ECO:0000269|PubMed:16956364}. Note=Localized close to the centriole.",147664,FUNCTION: Plays a role in the dynamic structure of centrosome-associated contractile fibers via its interaction with CETN2. {ECO:0000269|PubMed:16956364}.,,,phosphatase binding [GO:0019902],,
A8MTA8,reviewed,F166B_HUMAN,Protein FAM166B,FAM166B,Homo sapiens (Human),275,axonemal microtubule [GO:0005879],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:Q2TBR5}.",30575,"FUNCTION: Microtubule inner protein (MIP) part of the dynein-decorated doublet microtubules (DMTs) in cilia axoneme, which is required for motile cilia beating. {ECO:0000250|UniProtKB:Q2TBR5}.",,,,,
A8MVW5,reviewed,HECA2_HUMAN,HEPACAM family member 2 (Mitotic kinetics regulator),HEPACAM2 MIKI UNQ305/PRO346,Homo sapiens (Human),462,centrosome [GO:0005813]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; spindle [GO:0005819],"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:19358830, ECO:0000269|PubMed:22864114}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:19358830, ECO:0000269|PubMed:22864114}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:19358830, ECO:0000269|PubMed:22864114}. Midbody {ECO:0000269|PubMed:22864114}. Note=In interphase, localizes to the Golgi apparatus. Localizes to centrosomes and spindles during prophase, prometaphase, and metaphase of mitosis, and to midbodies at telophase. Translocation to mitotic centrosomes is the result of poly-ADP-ribosylation (PARsylation). {ECO:0000269|PubMed:19358830, ECO:0000269|PubMed:22864114}.",51407,"FUNCTION: Required during prometaphase for centrosome maturation. Following poly-ADP-ribosylation (PARsylation) by TNKS, translocates from the Golgi apparatus to mitotic centrosomes and plays a key role in the formation of robust microtubules for prompt movement of chromosomes: anchors AKAP9/CG-NAP, a scaffold protein of the gamma-tubulin ring complex and promotes centrosome maturation. {ECO:0000269|PubMed:22864114}.",TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:19358830}.,cell division [GO:0051301]; centrosome cycle [GO:0007098],,"SIGNAL 1..31; /evidence=""ECO:0000255""",
B1AK53,reviewed,ESPN_HUMAN,Espin (Autosomal recessive deafness type 36 protein) (Ectoplasmic specialization protein),ESPN DFNB36 LP2654,Homo sapiens (Human),854,brush border [GO:0005903]; cytoplasm [GO:0005737]; filamentous actin [GO:0031941]; microvillus [GO:0005902]; stereocilium [GO:0032420]; stereocilium tip [GO:0032426],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9ET47}. Cell projection, stereocilium {ECO:0000269|PubMed:29572253}. Cell projection, microvillus {ECO:0000269|PubMed:29572253}.",91733,"FUNCTION: Multifunctional actin-bundling protein. Plays a major role in regulating the organization, dimension, dynamics and signaling capacities of the actin filament-rich microvilli in the mechanosensory and chemosensory cells (PubMed:29572253). Required for the assembly and stabilization of the stereociliary parallel actin bundles. Plays a crucial role in the formation and maintenance of inner ear hair cell stereocilia (By similarity). Involved in the elongation of actin in stereocilia (PubMed:29572253). In extrastriolar hair cells, required for targeting MYO3B to stereocilia tips, and for regulation of stereocilia diameter and staircase formation. {ECO:0000250|UniProtKB:Q9ET47, ECO:0000269|PubMed:29572253}.",,actin filament bundle assembly [GO:0051017]; microvillar actin bundle assembly [GO:0030034]; sensory perception of sound [GO:0007605],actin filament binding [GO:0051015]; SH3 domain binding [GO:0017124],,
C4AMC7,reviewed,WASH3_HUMAN,Putative WAS protein family homolog 3 (Protein FAM39DP),WASH3P FAM39DP,Homo sapiens (Human),463,autophagosome [GO:0005776]; centriole [GO:0005814]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; filopodium [GO:0030175]; lamellipodium [GO:0030027]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; WASH complex [GO:0071203],"SUBCELLULAR LOCATION: Early endosome {ECO:0000269|PubMed:20175130, ECO:0000269|PubMed:20498093}. Early endosome membrane {ECO:0000250|UniProtKB:A8K0Z3}. Recycling endosome membrane {ECO:0000250|UniProtKB:Q8VDD8}. Cell projection, lamellipodium {ECO:0000269|PubMed:18159949}. Cell projection, filopodium {ECO:0000269|PubMed:18159949}. Cytoplasmic vesicle, autophagosome {ECO:0000250|UniProtKB:Q8VDD8}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:Q8VDD8}. Note=Localization to the endosome membrane is mediated via its interaction with WASHC2. Localizes to MMP14-positive late endosomes and transiently to invadipodia (By similarity). Localized to Salmonella typhimurium entry sites (By similarity). {ECO:0000250|UniProtKB:A8K0Z3, ECO:0000250|UniProtKB:Q8VDD8}.",49995,"FUNCTION: Acts as a nucleation-promoting factor at the surface of endosomes, where it recruits and activates the Arp2/3 complex to induce actin polymerization, playing a key role in the fission of tubules that serve as transport intermediates during endosome sorting (PubMed:18159949, PubMed:20175130). Involved in endocytic trafficking of EGF (PubMed:20175130). Involved in transferrin receptor recycling. Regulates the trafficking of endosomal alpha5beta1 integrin to the plasma membrane and involved in invasive cell migration (By similarity). In T-cells involved in endosome-to-membrane recycling of receptors including T-cell receptor (TCR), CD28 and ITGAL; proposed to be implicated in T cell proliferation and effector function. In dendritic cells involved in endosome-to-membrane recycling of major histocompatibility complex (MHC) class II probably involving retromer and subsequently allowing antigen sampling, loading and presentation during T-cell activation. Involved in Arp2/3 complex-dependent actin assembly driving Salmonella typhimurium invasion independent of ruffling (By similarity). Involved in the exocytosis of MMP14 leading to matrix remodeling during invasive migration and implicating late endosome-to-plasma membrane tubular connections and cooperation with the exocyst complex (By similarity). Involved in negative regulation of autophagy independently from its role in endosomal sorting by inhibiting BECN1 ubiquitination to inactivate PIK3C3/Vps34 activity (By similarity). {ECO:0000250|UniProtKB:A8K0Z3, ECO:0000250|UniProtKB:Q8VDD8, ECO:0000269|PubMed:18159949, ECO:0000269|PubMed:20175130}.",,"Arp2/3 complex-mediated actin nucleation [GO:0034314]; early endosome to late endosome transport [GO:0045022]; endocytic recycling [GO:0032456]; endosomal transport [GO:0016197]; endosome organization [GO:0007032]; exocytosis [GO:0006887]; protein targeting to lysosome [GO:0006622]; regulation of Arp2/3 complex-mediated actin nucleation [GO:0034315]; retrograde transport, endosome to Golgi [GO:0042147]",actin binding [GO:0003779]; alpha-tubulin binding [GO:0043014]; gamma-tubulin binding [GO:0043015],,
M0R2J8,reviewed,DCDC1_HUMAN,Doublecortin domain-containing protein 1 (Doublecortin domain-containing 5 protein),DCDC1 DCDC5 KIAA1493,Homo sapiens (Human),1783,cytoplasm [GO:0005737]; Flemming body [GO:0090543]; microtubule [GO:0005874]; midbody [GO:0030496]; mitotic spindle [GO:0072686],"SUBCELLULAR LOCATION: Midbody, Midbody ring {ECO:0000269|PubMed:22159412}. Midbody {ECO:0000269|PubMed:22159412}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:22159412}. Note=Associated with microtubules, in particular, with stabilized microtubules of the mitotic spindle during metaphase and with midbody microtubules during cytokinesis. {ECO:0000269|PubMed:22159412}.",200591,FUNCTION: Microtubule-binding protein which plays an important role in mediating dynein-dependent transport of RAB8A-positive vesicles to the midbody during cytokinesis (PubMed:22159412). {ECO:0000269|PubMed:22159412}.,,cell cycle [GO:0007049]; cell division [GO:0051301]; intracellular signal transduction [GO:0035556]; regulation of mitotic cytokinesis [GO:1902412],carbohydrate binding [GO:0030246]; microtubule binding [GO:0008017],,
O00139,reviewed,KIF2A_HUMAN,"Kinesin-like protein KIF2A (Kinesin-2, hK2)",KIF2A KIF2 KNS2,Homo sapiens (Human),706,centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; membrane [GO:0016020]; microtubule [GO:0005874]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; spindle [GO:0005819]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm, cytoskeleton, spindle pole. Cytoplasm, cytoskeleton, spindle. Note=Localized to the spindle microtubules and spindle poles from prophase to metaphase. Efficient targeting to spindle microtubules and spindle poles requires the kinase activity of PLK1. Recruited to mitotic spindles by interaction with PSRC1.",79955,"FUNCTION: Plus end-directed microtubule-dependent motor required for normal brain development. May regulate microtubule dynamics during axonal growth. Required for normal progression through mitosis. Required for normal congress of chromosomes at the metaphase plate. Required for normal spindle dynamics during mitosis. Promotes spindle turnover. Implicated in formation of bipolar mitotic spindles. Has microtubule depolymerization activity. {ECO:0000269|PubMed:15843429, ECO:0000269|PubMed:17538014, ECO:0000269|PubMed:18411309}.",,cell differentiation [GO:0030154]; cell division [GO:0051301]; microtubule cytoskeleton organization [GO:0000226]; microtubule depolymerization [GO:0007019]; microtubule-based movement [GO:0007018]; mitotic spindle assembly [GO:0090307]; mitotic spindle organization [GO:0007052]; nervous system development [GO:0007399]; regulation of cell migration [GO:0030334],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cytoskeletal motor activity [GO:0003774]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777],,
O00151,reviewed,PDLI1_HUMAN,PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36),PDLIM1 CLIM1 CLP36,Homo sapiens (Human),329,adherens junction [GO:0005912]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filamentous actin [GO:0031941]; focal adhesion [GO:0005925]; stress fiber [GO:0001725]; transcription regulator complex [GO:0005667]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10861853, ECO:0000269|PubMed:11110697}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10861853, ECO:0000269|PubMed:11110697}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:10861853}. Note=Associates with actin stress fibers. {ECO:0000269|PubMed:11110697}.",36072,"FUNCTION: Cytoskeletal protein that may act as an adapter that brings other proteins (like kinases) to the cytoskeleton (PubMed:10861853). Involved in assembly, disassembly and directioning of stress fibers in fibroblasts. Required for the localization of ACTN1 and PALLD to stress fibers. Required for cell migration and in maintaining cell polarity of fibroblasts (By similarity). {ECO:0000250|UniProtKB:P52944, ECO:0000269|PubMed:10861853}.","TISSUE SPECIFICITY: Strongly expressed in the heart and skeletal muscle, moderately expressed in the spleen, small intestine, colon, placenta, and lung. A lower level expression is seen in liver, thymus, kidney, prostate and pancreas and is not found in the brain, testis, ovary, and peripheral blood leukocytes.",actin cytoskeleton organization [GO:0030036]; establishment or maintenance of actin cytoskeleton polarity [GO:0030950]; fibroblast migration [GO:0010761]; heart development [GO:0007507]; maintenance of cell polarity [GO:0030011]; muscle structure development [GO:0061061]; regulation of transcription by RNA polymerase II [GO:0006357]; response to hypoxia [GO:0001666]; response to oxidative stress [GO:0006979]; stress fiber assembly [GO:0043149],actin binding [GO:0003779]; cadherin binding involved in cell-cell adhesion [GO:0098641]; metal ion binding [GO:0046872]; muscle alpha-actinin binding [GO:0051371]; transcription coactivator activity [GO:0003713],,
O00401,reviewed,WASL_HUMAN,"Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein, N-WASP)",WASL,Homo sapiens (Human),505,actin cap [GO:0030478]; actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; extracellular exosome [GO:0070062]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9422512}. Nucleus {ECO:0000269|PubMed:16767080}. Cytoplasm {ECO:0000250|UniProtKB:Q91YD9}. Note=Preferentially localized in the cytoplasm when phosphorylated and in the nucleus when unphosphorylated (By similarity). Exported from the nucleus by an nuclear export signal (NES)-dependent mechanism to the cytoplasm (By similarity). {ECO:0000250|UniProtKB:Q91YD9}.",54827,"FUNCTION: Regulates actin polymerization by stimulating the actin-nucleating activity of the Arp2/3 complex (PubMed:9422512, PubMed:16767080, PubMed:19366662, PubMed:19487689, PubMed:22847007, PubMed:22921828). Involved in various processes, such as mitosis and cytokinesis, via its role in the regulation of actin polymerization (PubMed:9422512, PubMed:19366662, PubMed:19487689, PubMed:22847007, PubMed:22921828). Together with CDC42, involved in the extension and maintenance of the formation of thin, actin-rich surface projections called filopodia (PubMed:9422512). In addition to its role in the cytoplasm, also plays a role in the nucleus by regulating gene transcription, probably by promoting nuclear actin polymerization (PubMed:16767080). Binds to HSF1/HSTF1 and forms a complex on heat shock promoter elements (HSE) that negatively regulates HSP90 expression (By similarity). Plays a role in dendrite spine morphogenesis (By similarity). Decreasing levels of DNMBP (using antisense RNA) alters apical junction morphology in cultured enterocytes, junctions curve instead of being nearly linear (PubMed:19767742). {ECO:0000250|UniProtKB:Q91YD9, ECO:0000269|PubMed:16767080, ECO:0000269|PubMed:19366662, ECO:0000269|PubMed:19487689, ECO:0000269|PubMed:19767742, ECO:0000269|PubMed:22847007, ECO:0000269|PubMed:22921828, ECO:0000269|PubMed:9422512}.",,actin filament polymerization [GO:0030041]; actin filament-based movement [GO:0030048]; actin polymerization or depolymerization [GO:0008154]; cell division [GO:0051301]; dendritic spine morphogenesis [GO:0060997]; negative regulation of lymphocyte migration [GO:2000402]; negative regulation of membrane tubulation [GO:1903526]; positive regulation of Arp2/3 complex-mediated actin nucleation [GO:2000601]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein-containing complex assembly [GO:0065003]; protein-containing complex localization [GO:0031503]; regulation of protein localization [GO:0032880]; response to bacterium [GO:0009617]; spindle localization [GO:0051653]; vesicle budding from membrane [GO:0006900]; vesicle organization [GO:0016050]; vesicle transport along actin filament [GO:0030050],actin binding [GO:0003779]; GTPase regulator activity [GO:0030695],,
O00423,reviewed,EMAL1_HUMAN,"Echinoderm microtubule-associated protein-like 1, EMAP-1, HuEMAP-1",EML1 EMAP1 EMAPL EMAPL1,Homo sapiens (Human),815,cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; mitotic spindle midzone [GO:1990023]; mitotic spindle pole [GO:0097431]; perinuclear region of cytoplasm [GO:0048471],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q05BC3}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q05BC3}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:24859200, ECO:0000269|PubMed:25740311}. Note=Detected in cytoplasmic punctae. Co-localizes with microtubules (PubMed:24859200, PubMed:25740311). Enriched in perinuclear regions during interphase and in the region of spindle microtubules during metaphase. Enriched at the midzone during telophase and cytokinesis. Detected at growth cones in neurons (By similarity). {ECO:0000250|UniProtKB:Q05BC3, ECO:0000269|PubMed:24859200, ECO:0000269|PubMed:25740311}.",89861,"FUNCTION: Modulates the assembly and organization of the microtubule cytoskeleton, and probably plays a role in regulating the orientation of the mitotic spindle and the orientation of the plane of cell division. Required for normal proliferation of neuronal progenitor cells in the developing brain and for normal brain development. Does not affect neuron migration per se. {ECO:0000250|UniProtKB:Q05BC3}.",TISSUE SPECIFICITY: Ubiquitous; expressed in most tissues with the exception of thymus and peripheral blood lymphocytes. {ECO:0000269|PubMed:10521658}.,brain development [GO:0007420]; hematopoietic progenitor cell differentiation [GO:0002244]; microtubule cytoskeleton organization [GO:0000226]; mitotic spindle organization [GO:0007052]; neuroblast proliferation [GO:0007405],calcium ion binding [GO:0005509]; microtubule binding [GO:0008017]; tubulin binding [GO:0015631],,
O00444,reviewed,PLK4_HUMAN,"Serine/threonine-protein kinase PLK4, EC 2.7.11.21 (Polo-like kinase 4, PLK-4) (Serine/threonine-protein kinase 18) (Serine/threonine-protein kinase Sak)",PLK4 SAK STK18,Homo sapiens (Human),970,centriole [GO:0005814]; centrosome [GO:0005813]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; deuterosome [GO:0098536]; nucleolus [GO:0005730]; nucleus [GO:0005634]; procentriole [GO:0120098]; procentriole replication complex [GO:0120099]; spindle pole [GO:0000922]; XY body [GO:0001741],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:22020124, ECO:0000269|PubMed:27246242, ECO:0000269|PubMed:27796307}. Nucleus, nucleolus {ECO:0000250|UniProtKB:Q64702}. Cleavage furrow {ECO:0000250|UniProtKB:Q64702}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:30804208, ECO:0000269|PubMed:32433990}. Note=Component of the deuterosome, a structure that promotes de novo centriole amplification in multiciliated cells that can generate more than 100 centrioles. Associates with centrioles throughout the cell cycle. According to PubMed:16244668, it is not present at cleavage furrows.",108972,"FUNCTION: Serine/threonine-protein kinase that plays a central role in centriole duplication. Able to trigger procentriole formation on the surface of the parental centriole cylinder, leading to the recruitment of centriole biogenesis proteins such as SASS6, CENPJ/CPAP, CCP110, CEP135 and gamma-tubulin. When overexpressed, it is able to induce centrosome amplification through the simultaneous generation of multiple procentrioles adjoining each parental centriole during S phase. Phosphorylates 'Ser-151' of FBXW5 during the G1/S transition, leading to inhibit FBXW5 ability to ubiquitinate SASS6. Its central role in centriole replication suggests a possible role in tumorigenesis, centrosome aberrations being frequently observed in tumors. Also involved in deuterosome-mediated centriole amplification in multiciliated that can generate more than 100 centrioles. Also involved in trophoblast differentiation by phosphorylating HAND1, leading to disrupt the interaction between HAND1 and MDFIC and activate HAND1. Phosphorylates CDC25C and CHEK2. Required for the recruitment of STIL to the centriole and for STIL-mediated centriole amplification (PubMed:22020124). Phosphorylates CEP131 at 'Ser-78' and PCM1 at 'Ser-372' which is essential for proper organization and integrity of centriolar satellites (PubMed:30804208). {ECO:0000269|PubMed:16244668, ECO:0000269|PubMed:16326102, ECO:0000269|PubMed:17681131, ECO:0000269|PubMed:18239451, ECO:0000269|PubMed:19164942, ECO:0000269|PubMed:21725316, ECO:0000269|PubMed:22020124, ECO:0000269|PubMed:27796307, ECO:0000269|PubMed:30804208}.",,centriole replication [GO:0007099]; cilium assembly [GO:0060271]; de novo centriole assembly involved in multi-ciliated epithelial cell differentiation [GO:0098535]; mitotic cell cycle [GO:0000278]; positive regulation of centriole replication [GO:0046601]; protein phosphorylation [GO:0006468]; regulation of cytokinesis [GO:0032465]; trophoblast giant cell differentiation [GO:0060707],ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],,
O00519,reviewed,FAAH1_HUMAN,"Fatty-acid amide hydrolase 1, EC 3.5.1.99 (Anandamide amidohydrolase 1) (Fatty acid ester hydrolase, EC 3.1.1.-) (Oleamide hydrolase 1)",FAAH FAAH1,Homo sapiens (Human),579,cytoskeleton [GO:0005856]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; organelle membrane [GO:0031090],"SUBCELLULAR LOCATION: Endomembrane system {ECO:0000269|PubMed:17015445}; Single-pass membrane protein {ECO:0000269|PubMed:17015445}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:17015445}. Note=Seems to be attached to intracellular membranes and a portion of the cytoskeletal network.",63066,"FUNCTION: Catalyzes the hydrolysis of endogenous amidated lipids like the sleep-inducing lipid oleamide ((9Z)-octadecenamide), the endocannabinoid anandamide (N-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-ethanolamine), as well as other fatty amides, to their corresponding fatty acids, thereby regulating the signaling functions of these molecules (PubMed:9122178, PubMed:17015445, PubMed:19926788). Hydrolyzes polyunsaturated substrate anandamide preferentially as compared to monounsaturated substrates (PubMed:9122178, PubMed:17015445). It can also catalyze the hydrolysis of the endocannabinoid 2-arachidonoylglycerol (2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol) (PubMed:21049984). FAAH cooperates with PM20D1 in the hydrolysis of amino acid-conjugated fatty acids such as N-fatty acyl glycine and N-fatty acyl-L-serine, thereby acting as a physiological regulator of specific subsets of intracellular, but not of extracellular, N-fatty acyl amino acids (By similarity). {ECO:0000250|UniProtKB:O08914, ECO:0000269|PubMed:17015445, ECO:0000269|PubMed:19926788, ECO:0000269|PubMed:21049984, ECO:0000269|PubMed:9122178}.","TISSUE SPECIFICITY: Highly expressed in the brain, small intestine, pancreas, skeletal muscle and testis. Also expressed in the kidney, liver, lung, placenta and prostate. {ECO:0000269|PubMed:17015445}.",arachidonic acid metabolic process [GO:0019369]; fatty acid catabolic process [GO:0009062]; monoacylglycerol catabolic process [GO:0052651]; positive regulation of vasoconstriction [GO:0045907],acylglycerol lipase activity [GO:0047372]; amidase activity [GO:0004040]; anandamide amidohydrolase activity [GO:0103073]; fatty acid amide hydrolase activity [GO:0017064]; identical protein binding [GO:0042802]; oleamide hydrolase activity [GO:0102077]; phospholipid binding [GO:0005543],,
